# y : intensity
# x : time signal
#time y1 y4 y3 y2
0.86 2.8355 -0.5078 -2.2355 0.7682
0.87 2.7033 -0.6475 -2.3236 0.9687
0.88 2.5155 -0.6303 -2.819 0.9673
0.89 2.4307 -0.8216 -2.8544 1.1535
0.9 2.0841 -0.8293 -2.8668 1.2361
0.91 1.5633 -0.8559 -2.909 1.3676
0.92 1.0344 -0.9072 -2.9341 1.584
0.93 0.5418 -1.1442 -2.7105 1.5783
0.94 0.0404 -1.0641 -2.5026 1.4719
0.95 -0.4 -1.2587 -2.9491 1.5785
0.96 -0.7599 -1.2314 -2.7521 1.6854
0.97 -0.8801 -1.3225 -2.5762 1.4866
0.98 -0.9904 -1.2701 -2.5826 1.6282
0.99 -0.9181 -1.5447 -2.4913 1.4989
1.0 -0.7489 -1.3925 -2.1241 1.3506
1.01 -0.455 -1.609 -2.2427 1.1632
1.02 -0.096 -1.5479 -1.964 0.9393
1.03 0.2552 -1.452 -2.0874 0.8839
1.04 0.7047 -1.6228 -1.6312 0.6966
1.05 1.0696 -1.5957 -1.681 0.4231
1.06 1.2972 -1.3673 -1.6109 0.2237
1.07 1.436 -1.47 -1.4679 -0.0266
1.08 1.5129 -1.4246 -1.3694 -0.2535
1.09 1.5244 -1.2452 -1.2144 -0.4904
1.1 1.717 -1.3666 -0.9645 -0.7391
1.11 1.6055 -1.313 -0.926 -0.9422
1.12 1.3694 -1.0563 -0.7645 -1.2715
1.13 1.0028 -1.1133 -0.7428 -1.4718
1.14 0.7154 -0.9501 -0.6659 -1.8379
1.15 0.538 -0.8887 -0.5353 -1.9557
1.16 0.3401 -0.7435 -0.4922 -2.1018
1.17 0.1328 -0.6855 -0.4589 -2.4072
1.18 0.0281 -0.5354 -0.4827 -2.5672
1.19 -0.0366 -0.4008 -0.4288 -2.6311
1.2 -0.0503 -0.2634 -0.4099 -2.9695
1.21 -0.0248 -0.1535 -0.4169 -3.0485
1.22 0.0318 -0.0403 -0.3892 -3.0741
1.23 0.0975 0.0773 -0.3822 -3.0606
1.24 0.1453 0.2069 -0.4426 -2.7124
1.25 0.196 0.3114 -0.4877 -2.9218
1.26 0.2206 0.4327 -0.4588 -2.468
1.27 0.1819 0.4683 -0.4938 -2.3908
1.28 0.0845 0.6406 -0.6243 -2.3125
1.29 -0.0199 0.6714 -0.5692 -2.49
1.3 -0.1526 0.7096 -0.6632 -2.3706
1.31 -0.2905 0.8865 -0.687 -2.0452
1.32 -0.4509 0.8329 -0.6824 -1.9824
1.33 -0.571 0.9597 -0.7385 -1.5622
1.34 -0.5767 0.9806 -0.6475 -1.3802
1.35 -0.6228 1.1313 -0.642 -1.2018
1.36 -0.597 1.1183 -0.6888 -1.0622
1.37 -0.4448 1.0501 -0.6705 -0.8865
1.38 -0.2566 0.9923 -0.5648 -0.7621
1.39 -0.018 0.9491 -0.5671 -0.5264
1.4 0.2417 0.928 -0.4692 -0.3488
1.41 0.5387 0.9686 -0.3878 -0.2032
1.42 0.8164 0.8574 -0.3187 -0.0732
1.43 0.9221 0.8976 -0.235 0.0506
1.44 1.0825 0.8279 -0.1137 0.1557
1.45 1.1716 0.6507 0.0236 0.2039
1.46 0.9968 0.6065 0.1536 0.2545
1.47 0.8324 0.4535 0.3229 0.3126
1.48 0.5061 0.3667 0.4985 0.349
1.49 0.1537 0.2826 0.6222 0.3603
1.5 -0.2885 0.1564 0.8317 0.2803
1.51 -0.7314 0.0372 1.1011 0.2768
1.52 -1.2702 -0.0878 1.0929 0.2276
1.53 -1.6461 -0.2202 1.5044 0.1508
1.54 -1.8104 -0.354 1.4555 0.0892
1.55 -2.208 -0.4369 1.617 0.0083
1.56 -2.2402 -0.5201 1.7767 -0.0836
1.57 -2.3321 -0.692 1.9151 -0.1582
1.58 -2.1097 -0.7955 2.1275 -0.246
1.59 -1.8116 -0.7967 2.5986 -0.307
1.6 -1.3254 -0.9842 2.3845 -0.4005
1.61 -1.0707 -1.0718 2.4289 -0.5258
1.62 -0.4453 -1.2244 2.6331 -0.5018
1.63 0.0347 -1.0877 2.7919 -0.6434
1.64 0.4623 -1.1183 2.7216 -0.6267
1.65 0.8733 -1.3611 3.1287 -0.6556
1.66 1.2566 -1.3233 3.0294 -0.7393
1.67 1.3823 -1.396 3.0581 -0.6678
1.68 1.1929 -1.2633 2.8826 -0.7214
1.69 1.1087 -1.4244 2.6911 -0.706
1.7 0.7483 -1.3024 2.8143 -0.5708
1.71 0.3645 -1.2924 3.0617 -0.5867
1.72 -0.108 -1.2823 2.6819 -0.4812
1.73 -0.6612 -1.1025 2.6989 -0.4281
1.74 -1.2121 -1.0719 2.5857 -0.3486
1.75 -1.7071 -0.8934 2.5158 -0.2789
1.76 -2.1479 -0.8277 2.2271 -0.1866
1.77 -2.2546 -0.792 2.0182 -0.087
1.78 -2.8045 -0.7056 1.894 0.0019
1.79 -2.8438 -0.5086 1.7038 0.0885
1.8 -2.6669 -0.4159 1.6157 0.1779
1.81 -2.3109 -0.2735 1.6105 0.2524
1.82 -2.0178 -0.1095 1.1828 0.3019
1.83 -1.5538 0.0462 1.0694 0.3671
1.84 -1.287 0.2099 0.9984 0.4109
1.85 -0.9301 0.3454 0.863 0.4211
1.86 -0.5014 0.507 0.6163 0.3989
1.87 -0.1242 0.6894 0.4852 0.3688
1.88 0.1084 0.8103 0.3273 0.4097
1.89 0.2966 0.9284 0.1916 0.3725
1.9 0.3447 1.1546 0.0988 0.2953
1.91 0.2843 1.1883 -0.0159 0.2544
1.92 0.1235 1.2839 -0.1216 0.1564
1.93 -0.0756 1.4872 -0.1804 0.0816
1.94 -0.3109 1.4881 -0.283 -0.0049
1.95 -0.6691 1.8791 -0.3485 -0.1055
1.96 -0.8372 1.6622 -0.3797 -0.1853
1.97 -1.2192 1.8031 -0.4025 -0.314
1.98 -1.4387 2.1692 -0.446 -0.3968
1.99 -1.6121 2.0119 -0.4405 -0.4814
2.0 -1.4678 1.9178 -0.4477 -0.5951
2.01 -1.5121 2.1383 -0.4267 -0.6245
2.02 -1.4855 2.0096 -0.3946 -0.7253
2.03 -1.3537 2.0061 -0.3727 -0.8358
2.04 -1.2006 2.3039 -0.3656 -0.7239
2.05 -1.0942 2.0772 -0.3371 -0.7592
2.06 -1.0295 2.3312 -0.2872 -0.8067
2.07 -1.0683 1.9849 -0.2303 -0.7844
2.08 -0.9048 1.9776 -0.2216 -0.7549
2.09 -0.9408 2.1552 -0.1719 -0.6327
2.1 -1.0095 1.9385 -0.1618 -0.5521
2.11 -1.011 1.934 -0.1601 -0.4745
2.12 -1.2607 1.6471 -0.1569 -0.2864
2.13 -1.3181 1.6151 -0.1359 -0.1289
2.14 -1.4625 1.6345 -0.1479 0.0342
2.15 -1.372 1.4492 -0.1866 0.2337
2.16 -1.4592 1.307 -0.236 0.428
2.17 -1.1963 1.2179 -0.2455 0.587
2.18 -1.1992 0.9895 -0.3246 0.8418
2.19 -1.0095 0.9028 -0.3976 1.1516
2.2 -0.8377 0.8388 -0.4345 1.4032
2.21 -0.4973 0.6514 -0.6238 1.4899
2.22 -0.3005 0.5431 -0.6283 1.6254
2.23 -0.051 0.4913 -0.7898 2.1036
2.24 0.1405 0.3644 -0.8962 2.3047
2.25 0.2979 0.2115 -1.1349 2.3313
2.26 0.3189 0.1229 -1.1509 2.3771
2.27 0.2911 0.0203 -1.3351 2.8302
2.28 0.1663 -0.0738 -1.5682 2.9268
2.29 -0.0634 -0.1812 -1.4971 3.1252
2.3 -0.3574 -0.2277 -1.8858 2.8252
2.31 -0.7753 -0.3315 -2.0866 2.8678
2.32 -1.1109 -0.4233 -1.9038 3.2912
2.33 -1.5396 -0.4796 -1.9781 2.7693
2.34 -1.8366 -0.5087 -2.3244 2.9391
2.35 -2.2863 -0.5638 -2.4968 2.8464
2.36 -2.4155 -0.5645 -2.7355 2.7953
2.37 -2.4912 -0.6474 -2.7047 2.5166
2.38 -2.3753 -0.6822 -2.938 2.2593
2.39 -2.1754 -0.6336 -2.5343 2.3644
2.4 -1.9689 -0.7312 -2.7439 2.2674
2.41 -1.397 -0.6925 -2.6312 2.0338
2.42 -0.8455 -0.6961 -2.5723 1.8136
2.43 -0.3271 -0.678 -3.0101 1.4796
2.44 0.1983 -0.6991 -2.5609 1.1307
2.45 0.6764 -0.6758 -3.0016 1.0245
2.46 1.1402 -0.7324 -2.9323 0.7984
2.47 1.4429 -0.6358 -2.704 0.5347
2.48 1.6508 -0.6661 -2.4179 0.2898
2.49 1.4846 -0.6502 -2.4078 0.0776
2.5 1.5236 -0.6814 -2.4314 -0.1086
2.51 1.0716 -0.7086 -1.951 -0.2948
2.52 0.6997 -0.6534 -1.7558 -0.4888
2.53 0.2479 -0.6233 -1.6221 -0.5793
2.54 -0.252 -0.6246 -1.5387 -0.674
2.55 -0.8003 -0.6223 -1.2927 -0.8508
2.56 -1.3203 -0.6466 -1.2809 -0.9427
2.57 -1.6715 -0.6318 -1.1132 -1.0107
2.58 -1.9177 -0.6335 -0.8167 -0.9683
2.59 -2.059 -0.6786 -0.6594 -0.8781
2.6 -2.1793 -0.6972 -0.4439 -0.9796
2.61 -1.8061 -0.736 -0.2127 -0.9984
2.62 -1.5238 -0.7607 -0.0458 -0.9115
2.63 -1.3062 -0.92 0.1478 -0.8129
2.64 -0.7984 -0.9574 0.2858 -0.6576
2.65 -0.4286 -0.9506 0.4325 -0.6729
2.66 0.0865 -1.0222 0.6433 -0.5034
2.67 0.5455 -1.0291 0.6989 -0.4447
2.68 0.8603 -1.1263 0.8324 -0.35
2.69 1.2979 -1.3142 1.0332 -0.2643
2.7 1.4453 -1.4132 1.0639 -0.1324
2.71 1.5161 -1.4865 1.2023 -0.0456
2.72 1.4952 -1.4772 1.1037 0.0335
2.73 1.3069 -1.6645 1.2015 0.1209
2.74 1.0748 -1.6597 1.1519 0.1766
2.75 0.8627 -1.739 1.3639 0.2307
2.76 0.5638 -1.9469 1.3013 0.2836
2.77 0.2606 -1.8689 1.3315 0.2954
2.78 0.0219 -1.9749 1.3183 0.2825
2.79 -0.1708 -2.0539 1.1895 0.2638
2.8 -0.3703 -1.9127 1.2293 0.2625
2.81 -0.4195 -1.9791 1.2667 0.2243
2.82 -0.4254 -2.2109 1.1192 0.2003
2.83 -0.3332 -1.8805 0.9753 0.1159
2.84 -0.26 -1.9365 1.0426 0.0614
2.85 -0.0919 -1.9419 0.9197 -0.0211
2.86 0.0739 -1.9178 0.9337 -0.1044
2.87 0.2278 -1.9673 0.7991 -0.1701
2.88 0.4016 -1.9102 0.8412 -0.2871
2.89 0.4983 -2.0498 0.8429 -0.337
2.9 0.592 -1.7731 0.7182 -0.4884
2.91 0.5647 -1.6133 0.7225 -0.5294
2.92 0.5152 -1.7815 0.7674 -0.6304
2.93 0.4904 -1.6463 0.7877 -0.7056
2.94 0.5008 -1.3206 0.8175 -0.7694
2.95 0.3761 -1.2959 0.8036 -0.7358
2.96 0.3347 -1.2075 0.8514 -0.7251
2.97 0.3627 -0.9803 0.9137 -0.8585
2.98 0.3847 -0.8717 1.0006 -0.7496
2.99 0.4807 -0.6279 1.0929 -0.7927
3.0 0.642 -0.5403 0.9666 -0.6764
3.01 0.8768 -0.3177 1.1203 -0.7527
3.02 0.9744 -0.1445 1.1869 -0.7112
3.03 1.1874 0.0311 1.2763 -0.6193
3.04 1.3789 0.2038 1.4404 -0.5453
3.05 1.5386 0.3864 1.5003 -0.437
3.06 1.7934 0.6076 1.5941 -0.3729
3.07 1.8451 0.8246 1.8318 -0.263
3.08 1.9184 1.0633 2.0137 -0.1886
3.09 1.8023 1.2529 1.9979 -0.0939
3.1 1.4731 1.3601 2.0864 -0.0112
3.11 1.2173 1.4595 2.2183 0.0617
3.12 0.8095 1.5964 2.1052 0.1201
3.13 0.4546 1.7117 2.1865 0.1885
3.14 0.1006 2.0641 2.1389 0.2086
3.15 -0.2412 1.9663 2.5634 0.2335
3.16 -0.4492 2.1702 2.2945 0.2592
3.17 -0.6308 2.5603 2.2189 0.2483
3.18 -0.769 2.2796 2.5539 0.1972
3.19 -0.5943 2.6199 2.4834 0.1482
3.2 -0.4567 2.4309 2.3209 0.0782
3.21 -0.1471 2.648 2.0833 -0.0204
3.22 0.2543 2.4797 2.2242 -0.1252
3.23 0.6586 2.6811 1.9015 -0.2525
3.24 1.1317 2.9423 1.8635 -0.4039
3.25 1.6858 2.932 1.7262 -0.6016
3.26 2.3869 2.7677 1.595 -0.6943
3.27 2.4024 2.5694 1.4471 -0.8697
3.28 2.9909 2.6456 1.2666 -1.0392
3.29 2.9299 2.6477 1.2297 -1.2007
3.3 2.9494 2.265 0.9242 -1.604
3.31 2.522 2.1662 0.8437 -1.7322
3.32 2.5776 2.1603 0.5992 -2.0335
3.33 1.9169 2.1662 0.4367 -1.8455
3.34 1.463 2.0275 0.2014 -2.0059
3.35 1.0563 1.7796 -0.015 -2.2137
3.36 0.4723 1.6181 -0.2111 -2.3667
3.37 -0.0179 1.5787 -0.4409 -2.5141
3.38 -0.4679 1.3389 -0.579 -2.8754
3.39 -0.8068 1.2615 -0.8794 -2.6922
3.4 -0.9251 1.1095 -0.9459 -2.6077
3.41 -0.9291 0.8851 -1.2768 -2.6319
3.42 -0.7764 0.8003 -1.4426 -2.8358
3.43 -0.5984 0.5905 -1.3569 -2.8578
3.44 -0.2084 0.4339 -1.6331 -2.4134
3.45 0.2007 0.3306 -1.5687 -2.6885
3.46 0.7404 0.1644 -1.9431 -2.3091
3.47 1.2312 0.0225 -1.977 -2.2237
3.48 1.6835 -0.1168 -1.9347 -2.1766
3.49 1.9098 -0.2559 -1.9227 -1.7076
3.5 2.3934 -0.3163 -1.9802 -1.5201
3.51 2.4116 -0.4978 -2.0147 -1.4572
3.52 2.3175 -0.564 -1.8991 -1.0091
3.53 2.271 -0.6906 -1.9784 -0.8651
3.54 2.3831 -0.7752 -2.0603 -0.6265
3.55 2.0073 -0.7355 -1.8507 -0.3547
3.56 1.563 -0.8088 -1.7109 -0.0769
3.57 1.2026 -0.8428 -1.8864 0.157
3.58 0.815 -0.8841 -1.7614 0.4109
3.59 0.6116 -0.9944 -1.5473 0.6076
3.6 0.296 -0.8499 -1.7144 0.841
3.61 0.0595 -0.8804 -1.5941 1.0103
3.62 -0.0703 -0.9767 -1.3396 1.1355
3.63 -0.1327 -0.9513 -1.2701 1.2635
3.64 -0.1038 -0.8369 -1.3138 1.5132
3.65 -0.0107 -0.7272 -1.1198 1.5632
3.66 0.1354 -0.8113 -1.0597 1.7308
3.67 0.3027 -0.6847 -1.0683 1.5947
3.68 0.4563 -0.6283 -1.0249 1.6438
3.69 0.5538 -0.5885 -0.9664 1.6903
3.7 0.6541 -0.5132 -0.9945 1.7808
3.71 0.8512 -0.4511 -0.7963 1.748
3.72 0.8561 -0.4006 -0.8359 1.5251
3.73 0.7958 -0.3435 -0.8689 1.6387
3.74 0.7621 -0.2681 -0.8623 1.4635
3.75 0.6082 -0.1971 -0.9433 1.2788
3.76 0.5923 -0.1098 -0.9357 1.1709
3.77 0.4595 -0.0541 -0.8621 1.0947
3.78 0.4332 0.0002 -0.9797 0.8812
3.79 0.3532 0.047 -0.9707 0.7818
3.8 0.4298 0.0936 -1.0495 0.7048
3.81 0.4543 0.1398 -1.1313 0.6306
3.82 0.4998 0.1566 -1.2171 0.4458
3.83 0.6774 0.1865 -1.3956 0.376
3.84 0.7527 0.2163 -1.3689 0.2564
3.85 0.9537 0.2264 -1.4018 0.1913
3.86 1.1634 0.2356 -1.509 0.1169
3.87 1.1099 0.2221 -1.6005 0.059
3.88 1.2055 0.2175 -1.5721 0.0166
3.89 1.0069 0.1751 -1.705 -0.003
3.9 0.9455 0.1742 -1.6236 -0.0079
3.91 0.7945 0.1379 -1.8902 0.0035
3.92 0.4615 0.0842 -1.8432 0.0287
3.93 0.1422 0.0345 -1.6668 0.0649
3.94 -0.2063 -0.015 -1.7053 0.1154
3.95 -0.5993 -0.0735 -1.5398 0.1684
3.96 -0.9286 -0.1378 -1.7898 0.2629
3.97 -1.2604 -0.1908 -1.4653 0.3405
3.98 -1.2526 -0.2627 -1.4019 0.3989
3.99 -1.4683 -0.3538 -1.3194 0.5357
4.0 -1.3642 -0.4143 -1.2255 0.5295
4.01 -1.1833 -0.4955 -1.0864 0.6073
4.02 -1.0049 -0.5197 -1.037 0.7423
4.03 -0.6398 -0.6703 -0.809 0.7455
4.04 -0.2065 -0.6988 -0.7534 0.8746
4.05 0.2255 -0.7977 -0.5904 0.9542
4.06 0.7478 -0.7209 -0.3508 0.8748
4.07 1.0255 -0.862 -0.1772 0.9123
4.08 1.482 -0.8883 0.0254 0.9359
4.09 1.6385 -0.9662 0.2269 1.0603
4.1 1.7823 -0.9311 0.4426 1.0057
4.11 1.7601 -1.0842 0.6378 0.8561
4.12 1.3567 -0.9654 0.8032 0.9761
4.13 1.2449 -1.0219 1.1155 0.8332
4.14 0.7117 -1.0383 1.3249 0.7446
4.15 0.1748 -1.0944 1.4204 0.7025
4.16 -0.3693 -1.0922 1.505 0.6842
4.17 -0.9157 -0.9563 1.7035 0.594
4.18 -1.4747 -1.015 2.0842 0.5141
4.19 -2.0297 -1.0031 1.8778 0.3982
4.2 -2.2582 -0.8753 2.1833 0.3249
4.21 -2.3395 -0.7447 2.1931 0.23
4.22 -2.4324 -0.726 2.4368 0.147
4.23 -2.3224 -0.6852 2.5037 0.1001
4.24 -2.2533 -0.6827 2.4265 0.0506
4.25 -1.7248 -0.534 2.3893 0.0076
4.26 -1.3487 -0.4627 2.7083 -0.0183
4.27 -0.8376 -0.3912 2.6609 -0.0274
4.28 -0.3214 -0.3205 2.3668 -0.0208
4.29 0.1635 -0.2557 2.247 0.0051
4.3 0.5034 -0.1491 2.1746 0.0513
4.31 0.7726 -0.0843 2.5506 0.1134
4.32 1.0475 -0.0074 2.4645 0.1989
4.33 1.0497 0.0736 2.2913 0.2502
4.34 0.8621 0.1258 2.1601 0.3994
4.35 0.6687 0.1842 2.1068 0.5446
4.36 0.4204 0.2818 1.9771 0.6289
4.37 0.0508 0.3314 1.7285 0.7936
4.38 -0.3852 0.3519 1.473 1.0144
4.39 -0.7038 0.4277 1.4593 1.0335
4.4 -1.0473 0.4235 1.4214 1.125
4.41 -1.444 0.4505 1.3562 1.4654
4.42 -1.6965 0.4552 1.2026 1.4752
4.43 -1.7719 0.4795 1.0665 1.7578
4.44 -1.9842 0.4808 0.8511 1.7327
4.45 -1.7644 0.4951 0.7812 2.0329
4.46 -1.7325 0.4685 0.6974 1.9757
4.47 -1.5253 0.4327 0.6305 1.9426
4.48 -1.3223 0.4025 0.6593 2.0513
4.49 -1.1246 0.3599 0.5223 2.0382
4.5 -0.9532 0.2799 0.5656 2.2614
4.51 -0.8735 0.199 0.5489 2.0014
4.52 -0.653 0.1345 0.4968 2.067
4.53 -0.5963 0.0674 0.4924 1.8197
4.54 -0.5747 -0.0161 0.5169 1.8421
4.55 -0.6719 -0.1 0.5315 1.8378
4.56 -0.7256 -0.176 0.4938 1.7394
4.57 -0.6982 -0.2939 0.5583 1.327
4.58 -0.8347 -0.3542 0.5762 1.3621
4.59 -0.9727 -0.4445 0.5748 1.1378
4.6 -0.9774 -0.5618 0.6905 0.8498
4.61 -1.0652 -0.6766 0.7674 0.5905
4.62 -1.0332 -0.7543 0.7313 0.3134
4.63 -0.9491 -0.7983 0.8548 0.0453
4.64 -0.9066 -0.8957 0.8004 -0.1953
4.65 -0.703 -0.9898 0.8898 -0.4444
4.66 -0.6411 -1.0185 0.9855 -0.6742
4.67 -0.4798 -1.1553 0.8917 -1.0097
4.68 -0.4193 -1.0586 0.9086 -1.2913
4.69 -0.3405 -1.2076 0.9741 -1.4939
4.7 -0.397 -1.0678 0.9846 -1.5538
4.71 -0.4235 -1.2943 0.881 -2.0063
4.72 -0.6096 -1.2133 0.9341 -2.0057
4.73 -0.8853 -1.2105 0.9193 -2.3607
4.74 -1.0215 -1.235 0.8094 -2.4241
4.75 -1.3989 -1.0682 0.6551 -2.199
4.76 -1.8358 -1.1873 0.5941 -2.3901
4.77 -1.8315 -1.0547 0.4725 -2.4661
4.78 -2.0351 -0.973 0.3544 -2.4631
4.79 -2.2091 -0.9264 0.2461 -2.3145
4.8 -2.3125 -0.8337 0.1096 -2.2764
4.81 -2.3451 -0.6691 -0.0505 -2.3608
4.82 -2.2169 -0.5894 -0.1999 -2.0314
4.83 -1.9005 -0.4128 -0.3576 -2.0098
4.84 -1.5324 -0.3055 -0.5524 -1.8814
4.85 -1.071 -0.1278 -0.7558 -1.9152
4.86 -0.5747 0.0176 -0.9859 -1.8431
4.87 -0.1025 0.1714 -1.0982 -1.4636
4.88 0.3145 0.3317 -1.4127 -1.4113
4.89 0.6909 0.5135 -1.4698 -1.133
4.9 0.8868 0.6549 -1.5349 -0.9527
4.91 1.0373 0.9168 -1.8169 -0.8389
4.92 0.9854 0.9561 -1.7946 -0.7153
4.93 0.7192 1.2782 -2.0178 -0.5572
4.94 0.5167 1.2526 -2.4799 -0.4777
4.95 0.0666 1.6244 -2.4816 -0.3193
4.96 -0.3954 1.6502 -2.3101 -0.229
4.97 -0.9178 1.9359 -2.7573 -0.1286
4.98 -1.3274 1.9018 -2.751 -0.0753
4.99 -1.8905 2.1915 -2.4892 -0.0151
5.0 -2.0778 2.0234 -2.7174 0.0184
5.01 -2.656 2.07 -2.5581 0.0334
5.02 -2.6851 2.4887 -2.963 0.0306
5.03 -2.4972 2.3206 -2.6743 0.0142
5.04 -2.3589 2.4338 -2.8856 -0.0175
5.05 -2.2712 2.7391 -2.7157 -0.0663
5.06 -1.8833 2.6295 -2.435 -0.1147
5.07 -1.3884 2.6475 -2.6656 -0.1864
5.08 -0.708 2.5459 -2.1352 -0.2371
5.09 -0.2349 2.814 -2.3472 -0.3144
5.1 0.2744 2.8651 -1.984 -0.4651
5.11 0.6462 2.7075 -1.8796 -0.54
5.12 1.0541 2.4107 -1.9851 -0.5391
5.13 1.2279 2.3768 -1.6613 -0.7074
5.14 1.1584 2.4558 -1.6318 -0.6755
5.15 1.1619 2.206 -1.4094 -0.7852
5.16 1.0981 2.3261 -1.1652 -0.7548
5.17 0.7217 1.9391 -1.1259 -0.9445
5.18 0.4107 1.9687 -0.8683 -0.9853
5.19 -0.0214 1.7275 -0.7629 -0.8535
5.2 -0.4301 1.6862 -0.602 -0.8335
5.21 -0.794 1.4411 -0.4496 -0.814
5.22 -1.0479 1.4868 -0.3311 -0.8231
5.23 -1.279 1.0929 -0.2578 -0.7451
5.24 -1.5758 1.1152 -0.1481 -0.7367
5.25 -1.5715 0.9336 -0.0553 -0.752
5.26 -1.3773 0.7163 0.02 -0.614
5.27 -1.2354 0.5247 0.0765 -0.5049
5.28 -1.0652 0.3034 0.1246 -0.4296
5.29 -0.7835 0.1578 0.172 -0.3971
5.3 -0.509 0.0004 0.2123 -0.2968
5.31 -0.2249 -0.1653 0.196 -0.2116
5.32 0.0337 -0.3416 0.2213 -0.1297
5.33 0.2598 -0.4559 0.2003 -0.053
5.34 0.3715 -0.6123 0.1971 0.0119
5.35 0.5133 -0.7274 0.1495 0.0695
5.36 0.4739 -0.7912 0.1304 0.1094
5.37 0.4865 -0.9695 0.1008 0.1547
5.38 0.4105 -1.1427 0.0521 0.1549
5.39 0.3564 -1.2159 0.0119 0.1665
5.4 0.27 -1.294 -0.0282 0.1522
5.41 0.202 -1.3255 -0.0727 0.1299
5.42 0.1793 -1.5508 -0.1042 0.0867
5.43 0.1598 -1.4499 -0.1456 0.0242
5.44 0.1837 -1.392 -0.1641 -0.0483
