# label : secret experiment #2903
# y : intensity
#y3 y2 y1 time
1.1836 1.2398 2.0783 1.25
1.5133 1.1956 1.7667 1.26
2.1863 1.3575 2.032 1.27
2.4033 1.2203 1.7054 1.28
2.711 1.1716 1.8528 1.29
3.1171 1.1435 1.5645 1.3
2.8349 1.2986 1.5809 1.31
2.8401 1.2503 1.4134 1.32
2.2866 1.2329 1.2132 1.33
2.2152 1.0525 1.1198 1.34
1.7922 1.2077 0.9382 1.35
1.1701 1.1926 0.8777 1.36
0.9487 1.0233 0.9314 1.37
0.6354 0.99 0.8646 1.38
0.6872 0.8633 0.9559 1.39
0.7824 0.7768 1.0108 1.4
0.9707 0.7714 1.2772 1.41
1.2553 0.6483 1.3727 1.42
1.5118 0.6696 1.5638 1.43
1.9053 0.5461 1.6727 1.44
2.136 0.4429 1.994 1.45
2.1986 0.4038 2.1423 1.46
2.292 0.2713 2.3143 1.47
2.1192 0.2379 2.0019 1.48
1.5407 0.136 2.2223 1.49
1.2127 0.073 2.4248 1.5
0.7471 0.0 2.1937 1.51
0.3077 -0.0583 2.3339 1.52
0.0043 -0.1124 2.1195 1.53
-0.2169 -0.1881 1.8895 1.54
-0.2638 -0.1949 1.8529 1.55
-0.1437 -0.2309 1.4328 1.56
0.0788 -0.266 1.2025 1.57
0.3674 -0.3121 0.9191 1.58
0.7394 -0.2882 0.6764 1.59
1.1157 -0.2945 0.3598 1.6
1.2237 -0.2718 0.0537 1.61
1.2964 -0.2404 -0.2096 1.62
1.2976 -0.1912 -0.4415 1.63
0.9595 -0.1426 -0.5942 1.64
0.735 -0.081 -0.8198 1.65
0.3146 -0.0073 -0.8367 1.66
-0.1033 0.0834 -1.0171 1.67
-0.4517 0.168 -0.963 1.68
-0.7966 0.2955 -0.9366 1.69
-0.921 0.3936 -0.7947 1.7
-0.9327 0.5084 -0.6154 1.71
-0.6875 0.626 -0.3665 1.72
-0.4698 0.8516 -0.1517 1.73
-0.0833 0.8254 0.1028 1.74
0.3116 0.9604 0.3318 1.75
0.5892 1.183 0.6368 1.76
0.925 1.372 0.8788 1.77
1.037 1.3791 1.0252 1.78
1.0077 1.6829 1.3627 1.79
0.8349 1.9027 1.4552 1.8
0.4496 1.9323 1.5392 1.81
0.1284 2.0447 1.4814 1.82
-0.2243 2.3218 1.7042 1.83
-0.5646 2.1073 1.6605 1.84
-0.7476 2.5384 1.7262 1.85
-0.7505 2.4389 1.6391 1.86
-0.7778 2.6697 1.3774 1.87
-0.4794 2.7702 1.2227 1.88
-0.1086 2.8102 1.245 1.89
0.3448 2.5975 0.9965 1.9
0.7723 2.6492 0.9831 1.91
1.0391 2.8802 0.8821 1.92
1.3583 2.8224 0.8743 1.93
1.5733 2.6848 0.8147 1.94
1.4391 2.5752 0.7508 1.95
1.4573 2.6845 0.778 1.96
1.1083 2.5922 0.8716 1.97
0.8255 2.5898 0.9887 1.98
0.4526 2.3819 1.1394 1.99
0.2099 2.5011 1.4957 2.0
0.0425 2.1873 1.7348 2.01
0.031 2.2963 1.7345 2.02
0.1753 1.939 2.0907 2.03
0.4618 1.9759 2.068 2.04
0.8619 1.6088 2.1242 2.05
1.4047 1.5221 2.5516 2.06
1.8215 1.502 2.4347 2.07
2.1734 1.2804 2.6821 2.08
2.4308 0.9993 2.4216 2.09
2.7125 0.9278 2.4718 2.1
2.3826 0.7305 2.2597 2.11
2.3946 0.5243 2.0778 2.12
2.0381 0.3608 2.1472 2.13
1.5596 0.1686 1.7878 2.14
1.2454 0.0216 1.5614 2.15
0.9796 -0.1439 1.2142 2.16
0.7549 -0.2962 1.0172 2.17
0.8678 -0.4103 0.6586 2.18
0.9614 -0.5409 0.3012 2.19
1.2715 -0.6861 0.0263 2.2
1.5276 -0.6781 -0.2533 2.21
2.0752 -0.8224 -0.4293 2.22
2.3289 -0.9768 -0.6781 2.23
2.5155 -0.9882 -0.8147 2.24
2.8821 -1.0831 -0.8973 2.25
2.6919 -1.0991 -0.9393 2.26
2.865 -1.0775 -0.8975 2.27
2.4688 -1.0136 -0.7928 2.28
2.0075 -0.8831 -0.6994 2.29
1.7955 -0.9735 -0.4657 2.3
1.4186 -0.8155 -0.3211 2.31
1.0983 -0.781 -0.0868 2.32
0.8084 -0.7592 0.1182 2.33
0.7775 -0.5512 0.3167 2.34
0.8083 -0.5206 0.5509 2.35
1.1839 -0.3422 0.7632 2.36
1.3852 -0.2243 0.8575 2.37
1.7302 -0.0705 0.9841 2.38
2.224 0.0841 1.123 2.39
2.3811 0.2572 1.1845 2.4
2.4592 0.4225 1.0633 2.41
2.4637 0.5841 1.0688 2.42
2.1753 0.6895 0.9822 2.43
1.8696 0.9967 0.9152 2.44
1.4252 1.0474 0.7771 2.45
0.964 1.3201 0.6829 2.46
0.5468 1.3611 0.5591 2.47
0.1733 1.7172 0.4981 2.48
-0.0383 1.572 0.3587 2.49
-0.1104 1.7653 0.3043 2.5
-0.0206 1.9629 0.2778 2.51
0.2038 2.2006 0.2629 2.52
0.5369 2.2267 0.3101 2.53
0.7732 2.2382 0.3423 2.54
1.1029 2.1962 0.4719 2.55
1.2803 2.3402 0.6334 2.56
1.3506 2.6124 0.8235 2.57
1.185 2.3071 1.0325 2.58
1.0427 2.8275 1.1566 2.59
0.6789 2.4016 1.6302 2.6
0.316 2.7882 1.7677 2.61
-0.1393 2.3835 1.7849 2.62
-0.5501 2.5589 2.3657 2.63
-0.93 2.292 2.3283 2.64
-1.0345 2.5691 2.4692 2.65
-1.1709 2.2787 2.4945 2.66
-0.9753 2.1388 2.5271 2.67
-0.6564 2.2593 2.7687 2.68
-0.3301 2.0262 2.25 2.69
0.0265 2.1908 2.3617 2.7
0.375 1.7505 2.0651 2.71
0.6261 1.8291 1.915 2.72
0.6719 1.7549 1.7133 2.73
0.5767 1.4708 1.3902 2.74
0.3652 1.2424 1.0755 2.75
0.0836 1.3063 0.7187 2.76
-0.3193 1.1417 0.3982 2.77
-0.7192 0.9219 0.075 2.78
-1.1193 0.916 -0.1863 2.79
-1.3329 0.7178 -0.4742 2.8
-1.2912 0.6377 -0.6922 2.81
-1.2948 0.4718 -0.8214 2.82
-1.0686 0.393 -0.8657 2.83
-0.8213 0.2522 -0.9515 2.84
-0.3288 0.1579 -0.866 2.85
0.0578 0.0717 -0.9629 2.86
0.4574 0.0013 -0.774 2.87
0.7146 -0.0716 -0.6421 2.88
0.8958 -0.1132 -0.5904 2.89
0.872 -0.1845 -0.3983 2.9
0.6513 -0.1975 -0.1975 2.91
0.3734 -0.2575 -0.0327 2.92
0.0058 -0.2289 0.131 2.93
-0.3542 -0.2586 0.2422 2.94
-0.6733 -0.2662 0.3851 2.95
-0.7743 -0.244 0.4089 2.96
-0.8862 -0.2117 0.4938 2.97
-0.6949 -0.2126 0.4593 2.98
-0.3977 -0.1519 0.4378 2.99
-0.0378 -0.1162 0.4449 3.0
0.4086 -0.0823 0.3236 3.01
0.7714 -0.0298 0.2061 3.02
1.1466 0.0242 0.0683 3.03
1.5373 0.0804 -0.0725 3.04
1.5294 0.1374 -0.2141 3.05
1.4756 0.2084 -0.3393 3.06
1.3037 0.2598 -0.4752 3.07
1.0587 0.328 -0.5339 3.08
0.7187 0.3634 -0.5428 3.09
0.4281 0.4447 -0.5215 3.1
0.1603 0.5535 -0.4743 3.11
0.005 0.5206 -0.3835 3.12
-0.0098 0.5556 -0.2575 3.13
0.1229 0.6991 -0.0983 3.14
0.3691 0.621 0.1018 3.15
0.83 0.7589 0.3631 3.16
1.089 0.7693 0.6644 3.17
1.5327 0.708 0.8614 3.18
1.8795 0.8354 1.1243 3.19
2.3114 0.7934 1.5304 3.2
2.2377 0.7799 1.722 3.21
2.1761 0.7917 1.7684 3.22
1.9811 0.7221 1.8624 3.23
1.6641 0.776 1.9068 3.24
1.0161 0.738 2.2625 3.25
0.7735 0.7283 2.0733 3.26
0.4587 0.685 2.1023 3.27
0.2669 0.6706 2.0643 3.28
0.197 0.6197 1.9885 3.29
0.3183 0.6776 1.5151 3.3
0.5022 0.5582 1.3715 3.31
0.9342 0.5332 1.0683 3.32
1.1271 0.4878 0.9009 3.33
1.4111 0.4699 0.5463 3.34
1.999 0.4534 0.2689 3.35
2.0038 0.4185 -0.0378 3.36
1.8676 0.3862 -0.2739 3.37
1.827 0.4052 -0.4969 3.38
1.3048 0.329 -0.7733 3.39
1.0516 0.3197 -0.8443 3.4
0.6032 0.3382 -1.0044 3.41
0.1257 0.3141 -1.0747 3.42
-0.2211 0.3425 -1.134 3.43
-0.4737 0.354 -0.98 3.44
-0.4584 0.3652 -1.0881 3.45
-0.452 0.355 -0.8342 3.46
-0.2306 0.3753 -0.7244 3.47
0.0846 0.411 -0.7003 3.48
0.4181 0.4267 -0.4812 3.49
0.6698 0.4438 -0.4084 3.5
0.8716 0.4606 -0.2624 3.51
0.9152 0.5041 -0.1764 3.52
0.9727 0.5875 -0.0911 3.53
0.6084 0.639 -0.0567 3.54
0.34 0.7324 -0.0561 3.55
-0.1365 0.7392 -0.1068 3.56
-0.5491 0.8334 -0.1757 3.57
-0.9853 0.8764 -0.2477 3.58
-1.4822 0.8931 -0.3837 3.59
-1.6066 1.0676 -0.5589 3.6
-1.5023 1.0896 -0.66 3.61
-1.3616 1.0659 -0.8096 3.62
-1.1851 1.0511 -0.9501 3.63
-0.8741 1.2302 -1.167 3.64
-0.5677 1.1008 -1.3248 3.65
-0.2665 1.3099 -1.3656 3.66
-0.0711 1.2327 -1.3211 3.67
0.002 1.3132 -1.5929 3.68
-0.0734 1.2493 -1.3677 3.69
-0.3089 1.2858 -1.3642 3.7
-0.5783 1.3117 -1.2637 3.71
-1.0086 1.1693 -1.0816 3.72
-1.4548 1.11 -0.7441 3.73
-1.7879 0.9891 -0.5526 3.74
-2.1203 0.9626 -0.235 3.75
-2.1068 1.0181 0.0662 3.76
-2.3893 0.8829 0.3493 3.77
-1.8759 0.718 0.6909 3.78
-1.5279 0.6899 0.9365 3.79
-1.3741 0.6478 1.203 3.8
-0.89 0.4917 1.3199 3.81
-0.5443 0.3666 1.6011 3.82
-0.286 0.2715 1.7414 3.83
-0.189 0.1195 1.7309 3.84
-0.2127 0.0019 1.5078 3.85
-0.3981 -0.1303 1.4317 3.86
-0.7463 -0.2386 1.3915 3.87
-1.0933 -0.3718 1.3415 3.88
-1.2854 -0.5533 1.1623 3.89
-1.7012 -0.6082 0.8965 3.9
-1.9613 -0.7316 0.6169 3.91
-2.0879 -0.8239 0.2838 3.92
-2.0134 -1.0759 0.0257 3.93
-1.5035 -1.2367 -0.2292 3.94
-1.1572 -1.3096 -0.4441 3.95
-0.8257 -1.3818 -0.6605 3.96
-0.3083 -1.431 -0.8826 3.97
0.0489 -1.3515 -1.1116 3.98
0.2922 -1.5072 -1.0662 3.99
0.4465 -1.5646 -1.1178 4.0
0.4554 -1.4754 -1.1285 4.01
0.2611 -1.5695 -1.2456 4.02
-0.0278 -1.5436 -1.1831 4.03
-0.3373 -1.486 -0.9912 4.04
-0.6691 -1.5856 -0.9145 4.05
-0.9452 -1.7245 -0.8612 4.06
-1.1529 -1.5979 -0.6349 4.07
-1.0556 -1.4108 -0.5647 4.08
-0.9965 -1.2411 -0.4785 4.09
-0.7041 -1.4051 -0.4004 4.1
-0.288 -1.2456 -0.3963 4.11
0.1246 -0.9628 -0.3843 4.12
0.5572 -1.002 -0.4885 4.13
0.9258 -0.8079 -0.5137 4.14
1.1514 -0.6259 -0.6782 4.15
1.1864 -0.4887 -0.8206 4.16
1.0302 -0.4001 -1.0062 4.17
0.8313 -0.216 -1.0575 4.18
0.6485 -0.0464 -1.4118 4.19
0.2193 0.1153 -1.6375 4.2
-0.1248 0.272 -1.7923 4.21
-0.3817 0.4523 -1.9258 4.22
-0.578 0.549 -1.9273 4.23
-0.603 0.7222 -1.9868 4.24
-0.4719 0.968 -2.1744 4.25
-0.2616 1.0153 -2.1112 4.26
0.1008 1.0955 -2.4387 4.27
0.4437 1.3834 -2.2289 4.28
0.9181 1.2973 -2.1324 4.29
1.2288 1.4436 -1.684 4.3
1.1864 1.6005 -1.6345 4.31
1.289 1.607 -1.3403 4.32
1.1433 1.836 -1.0993 4.33
0.7604 1.6205 -0.756 4.34
0.4747 1.5879 -0.4147 4.35
0.0231 1.8638 -0.1406 4.36
-0.3816 1.9061 0.1572 4.37
-0.7346 1.6155 0.427 4.38
-0.979 1.7655 0.6266 4.39
-0.9549 1.5848 0.7739 4.4
-0.9893 1.6427 0.9159 4.41
-0.7412 1.5278 1.0561 4.42
-0.3536 1.3217 1.1428 4.43
-0.0484 1.3076 1.0793 4.44
0.2516 1.0559 1.0118 4.45
0.5006 0.9428 0.8688 4.46
0.5805 0.8302 0.648 4.47
0.4723 0.6194 0.5031 4.48
0.2943 0.4646 0.2349 4.49
-0.0717 0.2694 0.0098 4.5
-0.4727 0.1029 -0.2053 4.51
-0.9586 -0.0843 -0.4789 4.52
-1.4563 -0.2967 -0.7131 4.53
-1.8296 -0.4701 -0.8867 4.54
-2.1342 -0.6373 -0.9681 4.55
-2.1233 -0.7559 -1.1742 4.56
-1.886 -0.91 -1.2547 4.57
-1.5733 -1.1243 -1.099 4.58
-1.3246 -1.2066 -1.2632 4.59
-0.9322 -1.5436 -1.2037 4.6
-0.7008 -1.5446 -1.1518 4.61
-0.5531 -1.661 -1.0426 4.62
-0.4177 -1.8639 -0.921 4.63
-0.5809 -2.0213 -0.7157 4.64
-0.7279 -2.2132 -0.6769 4.65
-1.0565 -2.0645 -0.5723 4.66
-1.3904 -2.4484 -0.5114 4.67
-2.0898 -2.3425 -0.4506 4.68
-2.3693 -2.1779 -0.4408 4.69
-2.6406 -2.477 -0.4506 4.7
-2.8368 -2.3002 -0.5512 4.71
-2.7544 -2.4725 -0.6971 4.72
-2.5235 -2.3311 -0.8159 4.73
-2.2737 -2.2747 -0.9835 4.74
-1.8014 -2.2771 -1.1491 4.75
-1.5568 -2.1191 -1.4371 4.76
-1.2924 -1.9533 -1.7298 4.77
-1.1128 -1.8273 -1.7586 4.78
-0.9925 -1.7207 -1.9785 4.79
-0.9305 -1.5895 -2.2109 4.8
-1.1918 -1.6384 -2.5983 4.81
-1.5349 -1.5799 -2.5608 4.82
-1.7979 -1.3116 -2.9464 4.83
-2.2869 -1.1641 -2.8844 4.84
-2.4965 -1.0925 -2.9026 4.85
-2.9179 -0.9017 -2.8053 4.86
-2.8703 -0.848 -2.7441 4.87
-2.8736 -0.6788 -2.5308 4.88
-2.5297 -0.5324 -2.297 4.89
-2.0174 -0.3499 -1.897 4.9
-1.7846 -0.2535 -1.6599 4.91
-1.1836 -0.1195 -1.3848 4.92
-0.907 -0.0133 -1.0439 4.93
-0.5949 0.1037 -0.8351 4.94
-0.3901 0.2022 -0.4696 4.95
-0.4108 0.269 -0.207 4.96
-0.653 0.3346 0.0403 4.97
-0.8245 0.4068 0.2409 4.98
-1.167 0.4978 0.4326 4.99
-1.4489 0.5171 0.5355 5.0
-1.7197 0.5237 0.5725 5.01
-1.9949 0.5435 0.5512 5.02
-2.1346 0.6537 0.5298 5.03
-1.6408 0.6642 0.4761 5.04
-1.676 0.5977 0.3237 5.05
-1.1609 0.5902 0.1653 5.06
-0.6835 0.5161 -0.028 5.07
-0.257 0.5138 -0.2009 5.08
0.1359 0.4235 -0.3797 5.09
0.3595 0.3412 -0.5335 5.1
0.478 0.2919 -0.815 5.11
0.4878 0.2523 -0.862 5.12
0.2822 0.1416 -0.9864 5.13
-0.028 0.0668 -0.9722 5.14
-0.3692 -0.0292 -1.1786 5.15
-0.7225 -0.1133 -1.0019 5.16
-0.9311 -0.2069 -1.0934 5.17
-1.0943 -0.3193 -0.9392 5.18
-1.2283 -0.4157 -0.9633 5.19
-1.0695 -0.4799 -0.8114 5.2
-0.6744 -0.5747 -0.6263 5.21
-0.3485 -0.6869 -0.5531 5.22
0.0613 -0.7763 -0.3863 5.23
0.4848 -0.8758 -0.2907 5.24
0.8273 -0.9974 -0.2363 5.25
1.0123 -1.0894 -0.194 5.26
1.0421 -1.097 -0.2017 5.27
0.8218 -1.225 -0.2494 5.28
0.6128 -1.2132 -0.3235 5.29
0.2268 -1.234 -0.4425 5.3
-0.1453 -1.3575 -0.6371 5.31
-0.5073 -1.3877 -0.7453 5.32
-0.9185 -1.2827 -1.0733 5.33
-1.042 -1.3072 -1.2676 5.34
-0.9975 -1.2763 -1.6753 5.35
-0.9087 -1.2623 -1.9855 5.36
-0.7809 -1.3862 -2.0946 5.37
-0.4423 -1.3642 -2.5116 5.38
-0.0632 -1.3563 -2.721 5.39
0.2416 -1.3661 -2.7769 5.4
0.471 -1.3332 -2.8687 5.41
0.6319 -1.1313 -2.9779 5.42
0.5567 -1.2816 -2.8016 5.43
0.4168 -1.2687 -2.7868 5.44
0.052 -1.2272 -3.0237 5.45
-0.3988 -1.1856 -2.775 5.46
-0.8834 -1.0724 -2.314 5.47
-1.2475 -0.9776 -2.4993 5.48
-1.439 -1.1055 -1.8258 5.49
-1.7882 -1.0708 -1.872 5.5
-1.7074 -1.0477 -1.4424 5.51
-1.5883 -0.9662 -1.087 5.52
-1.4928 -0.8484 -0.8868 5.53
-1.2139 -0.8345 -0.5499 5.54
-0.7908 -0.9269 -0.3013 5.55
-0.56 -0.8457 -0.1166 5.56
-0.3922 -0.8358 0.053 5.57
-0.2888 -0.9105 0.1833 5.58
-0.3237 -0.8944 0.2614 5.59
-0.5942 -1.0211 0.2449 5.6
-0.9583 -0.9515 0.226 5.61
-1.3691 -1.0688 0.1963 5.62
-1.7609 -1.0665 0.0828 5.63
-2.2589 -1.1617 -0.0314 5.64
-2.5055 -1.178 -0.1616 5.65
-2.7258 -1.1889 -0.2883 5.66
-2.8682 -1.1615 -0.4236 5.67
-2.61 -1.2313 -0.625 5.68
-2.1149 -1.3826 -0.661 5.69
-1.823 -1.4113 -0.8363 5.7
-1.4902 -1.3782 -0.8461 5.71
-1.2264 -1.3053 -0.9294 5.72
-0.9655 -1.502 -0.9165 5.73
-0.8844 -1.4397 -0.8913 5.74
-0.9946 -1.5538 -0.8266 5.75
-1.0269 -1.7121 -0.6916 5.76
-1.4768 -1.4302 -0.5477 5.77
-1.8866 -1.5523 -0.3863 5.78
-2.3069 -1.644 -0.2032 5.79
-2.7065 -1.5131 -0.0621 5.8
-2.815 -1.6531 0.0734 5.81
-3.0018 -1.5187 0.2014 5.82
-3.0101 -1.6098 0.2768 5.83
-2.5038 -1.5963 0.3718 5.84
-2.0492 -1.5015 0.3655 5.85
-1.798 -1.4422 0.3394 5.86
-1.3359 -1.5199 0.2219 5.87
-1.0566 -1.3886 0.1104 5.88
-0.7374 -1.2183 -0.0581 5.89
-0.5482 -1.1352 -0.2532 5.9
-0.6537 -1.1082 -0.4759 5.91
-0.8356 -1.048 -0.7729 5.92
-0.9857 -0.9546 -0.9991 5.93
-1.4283 -0.9063 -1.3851 5.94
-1.5337 -0.7687 -1.5016 5.95
-2.1026 -0.7759 -1.8745 5.96
-2.3173 -0.6205 -2.1246 5.97
-2.1663 -0.4606 -2.4651 5.98
-2.0178 -0.3923 -2.5424 5.99
-1.5994 -0.279 -2.8325 6.0
-1.246 -0.1905 -2.764 6.01
-0.8594 -0.1121 -2.7678 6.02
-0.3726 -0.0173 -2.6169 6.03
-0.0021 0.0707 -2.5558 6.04
0.2936 0.1374 -2.4753 6.05
0.4267 0.2367 -2.4193 6.06
0.3947 0.2596 -1.8037 6.07
0.2057 0.346 -1.6339 6.08
-0.0621 0.387 -1.5708 6.09
-0.3997 0.4291 -1.0802 6.1
-0.7184 0.4322 -0.8095 6.11
-0.8682 0.4071 -0.633 6.12
-1.0319 0.4667 -0.4032 6.13
-1.1916 0.424 -0.19 6.14
-0.9742 0.3888 -0.0503 6.15
-0.6664 0.3738 0.076 6.16
-0.2285 0.3064 0.1473 6.17
0.1869 0.2256 0.1821 6.18
0.5712 0.1313 0.1741 6.19
1.017 0.0547 0.1073 6.2
1.1115 -0.0559 0.0335 6.21
1.2839 -0.1777 -0.0722 6.22
1.2709 -0.3105 -0.1936 6.23
1.0016 -0.4017 -0.3155 6.24
0.6212 -0.5965 -0.4432 6.25
0.2362 -0.6931 -0.5235 6.26
-0.1142 -0.8864 -0.6145 6.27
-0.3867 -0.8985 -0.6023 6.28
-0.619 -1.202 -0.6046 6.29
-0.6089 -1.2368 -0.6175 6.3
-0.5086 -1.4559 -0.6047 6.31
-0.2139 -1.7141 -0.4996 6.32
0.1202 -1.6152 -0.3421 6.33
0.5026 -2.0557 -0.2266 6.34
0.9342 -2.1695 -0.0404 6.35
1.1012 -2.1878 0.1468 6.36
1.3581 -2.2538 0.3624 6.37
1.2627 -2.4032 0.5229 6.38
1.194 -2.7626 0.6653 6.39
0.7303 -2.5938 0.8875 6.4
0.3912 -2.9385 1.0301 6.41
-0.0375 -2.7535 1.1555 6.42
-0.4458 -2.9357 1.0161 6.43
-0.7811 -2.8453 0.9965 6.44
-0.939 -2.9662 0.9798 6.45
-0.945 -2.6743 0.8224 6.46
-0.8338 -2.9186 0.754 6.47
-0.7355 -2.7225 0.4951 6.48
-0.3316 -2.99 0.2373 6.49
-0.0263 -2.8395 -0.018 6.5
0.2781 -2.663 -0.3244 6.51
0.485 -2.6507 -0.594 6.52
0.5963 -2.2829 -0.8425 6.53
0.5332 -2.3726 -1.1526 6.54
0.3156 -2.4061 -1.39 6.55
-0.0329 -2.0663 -1.8307 6.56
-0.4896 -2.0923 -1.8057 6.57
-0.9452 -1.8373 -2.0786 6.58
-1.1907 -1.4945 -2.0016 6.59
-1.7231 -1.5525 -2.1223 6.6
-1.6785 -1.2827 -2.0047 6.61
-1.9926 -1.0353 -2.0162 6.62
-1.852 -0.7912 -2.1063 6.63
-1.4788 -0.636 -1.7889 6.64
-1.1085 -0.5247 -1.479 6.65
-0.6804 -0.3163 -1.2508 6.66
-0.4469 -0.1744 -1.2185 6.67
-0.1966 0.006 -0.9345 6.68
-0.1234 0.1535 -0.6116 6.69
-0.171 0.3216 -0.446 6.7
-0.4313 0.4575 -0.2183 6.71
-0.6951 0.6408 -0.0497 6.72
-1.0011 0.7699 0.0879 6.73
-1.498 0.8777 0.2019 6.74
-2.0234 0.9195 0.2403 6.75
-2.1144 0.9697 0.2683 6.76
-2.3779 0.9633 0.2297 6.77
-2.1125 1.1197 0.1787 6.78
-1.7729 1.1113 0.1138 6.79
-1.5963 1.0545 0.0132 6.8
-1.2969 1.1161 -0.0859 6.81
-0.7527 1.0582 -0.2088 6.82
-0.5056 1.1113 -0.3171 6.83
-0.2086 0.9977 -0.3446 6.84
-0.0871 0.8952 -0.4001 6.85
-0.1071 0.899 -0.4877 6.86
-0.2803 0.7579 -0.4242 6.87
-0.5998 0.6848 -0.3676 6.88
-0.9339 0.4999 -0.3007 6.89
-1.3067 0.4442 -0.148 6.9
-1.6494 0.2461 0.0063 6.91
-1.6934 0.1358 0.2087 6.92
