#y3 y2 y5 y4 y1 time
0.3772 1.5706 2.3797 -0.4783 0.6483 0.52
0.405 1.4771 0.7381 -0.8044 0.766 0.53
0.4558 1.297 1.4693 -0.887 0.8287 0.54
0.5574 1.2466 2.1624 -0.9935 0.9085 0.55
0.6193 1.0654 0.6319 -0.9627 0.9973 0.56
0.8125 0.7646 2.0487 -0.9115 1.1583 0.57
0.983 0.5721 2.0486 -0.7247 1.2044 0.58
1.1531 0.4046 0.6384 -0.3558 1.4554 0.59
1.3139 0.1966 2.5378 -0.058 1.514 0.6
1.6362 -0.0105 1.3151 0.2973 1.6204 0.61
1.9606 -0.1945 0.8822 0.6582 1.6808 0.62
2.1293 -0.3547 2.3877 0.8043 1.6319 0.63
2.1978 -0.5252 0.8827 1.0312 1.9469 0.64
2.5583 -0.5901 1.2974 1.1275 1.795 0.65
2.4586 -0.7036 2.3074 1.1423 2.2844 0.66
2.5369 -0.7814 0.5695 1.3307 2.2518 0.67
2.2923 -0.7991 2.0379 1.1067 2.4344 0.68
2.4405 -0.8655 1.9785 0.9438 2.4276 0.69
2.4831 -0.8365 0.5223 0.6927 2.3605 0.7
2.2405 -0.9195 2.3059 0.3901 2.493 0.71
2.175 -0.8679 1.6201 0.1696 2.4479 0.72
2.0122 -0.6866 0.6715 -0.0266 2.483 0.73
1.6651 -0.5632 2.5321 -0.128 2.3383 0.74
1.4508 -0.5233 1.0219 -0.1633 2.6815 0.75
1.2114 -0.3464 1.1 -0.0943 2.5755 0.76
0.976 -0.1898 2.5286 0.0617 2.5189 0.77
0.8003 -0.0293 0.5788 0.28 2.2934 0.78
0.6221 0.1252 1.6239 0.5421 2.5712 0.79
0.5446 0.2959 1.9659 0.9158 2.2881 0.8
0.4161 0.473 0.3707 1.2846 2.1985 0.81
0.4335 0.562 1.8624 1.5386 2.0582 0.82
0.4023 0.717 1.6151 1.801 2.2279 0.83
0.4026 0.8137 0.4149 2.1149 2.127 0.84
0.5187 1.0403 2.0725 2.288 1.8826 0.85
0.6906 1.0034 0.987 2.1181 1.8037 0.86
0.8467 1.1562 0.7679 1.9173 1.8075 0.87
0.9417 1.1239 2.1375 1.7175 1.7472 0.88
1.0681 1.0862 0.3819 1.4113 1.6361 0.89
1.4721 1.2133 1.0458 1.2387 1.4196 0.9
1.618 1.1334 1.9323 0.8992 1.2768 0.91
1.6235 0.9471 0.1194 0.5713 1.2718 0.92
1.8666 0.8777 1.4701 0.2185 1.0496 0.93
2.1325 0.9431 1.4723 -0.0135 0.8844 0.94
2.2507 0.8275 0.0775 -0.1765 0.7769 0.95
2.1824 0.7505 1.887 -0.2649 0.6961 0.96
2.013 0.6186 0.8131 -0.2433 0.6319 0.97
2.267 0.4522 0.3188 -0.1364 0.4712 0.98
2.1428 0.3567 1.7222 0.0266 0.4033 0.99
2.0094 0.2823 0.2582 0.2266 0.3421 1.0
2.0195 0.1703 0.7371 0.4708 0.2445 1.01
1.7142 0.1065 1.6541 0.6713 0.1881 1.02
1.5494 0.0551 -0.1426 0.7319 0.1097 1.03
1.1879 0.0151 1.1469 0.9051 0.064 1.04
0.9836 0.0041 1.2806 0.751 0.032 1.05
0.732 0.0176 -0.2645 0.6781 0.0003 1.06
0.5498 0.0529 1.5974 0.4751 -0.0185 1.07
0.3622 0.1208 0.7217 0.188 -0.0267 1.08
0.2434 0.2183 -0.1145 -0.1865 -0.0266 1.09
0.0924 0.3236 1.6794 -0.5657 -0.0141 1.1
-0.0145 0.458 0.1064 -0.9605 0.0078 1.11
-0.064 0.6388 0.2037 -1.2748 0.0373 1.12
-0.0891 0.7773 1.4686 -1.8369 0.0855 1.13
-0.0515 1.0301 -0.3171 -2.08 0.1251 1.14
0.0165 1.2319 0.6154 -2.1143 0.1649 1.15
0.1267 1.4369 1.1094 -2.3096 0.2375 1.16
0.2579 1.6485 -0.5146 -2.3717 0.3345 1.17
0.4137 1.6877 0.9818 -2.0604 0.3705 1.18
0.5953 1.9216 0.5648 -2.2637 0.427 1.19
0.7712 1.9276 -0.5175 -1.9045 0.54 1.2
0.9527 2.4353 1.3347 -1.5686 0.5988 1.21
1.0707 2.203 -0.0085 -1.3819 0.6443 1.22
1.373 2.8042 -0.2162 -1.1491 0.8223 1.23
1.3024 2.8778 1.2406 -1.0454 0.8645 1.24
1.5127 2.9314 -0.5095 -0.8996 0.8543 1.25
1.4559 3.0338 0.2529 -0.9841 0.975 1.26
1.4776 2.9068 0.9078 -0.9143 1.0704 1.27
1.6744 2.9875 -0.8476 -1.2575 1.1868 1.28
1.4705 2.7362 0.6464 -1.3144 1.2899 1.29
1.5048 2.9392 0.4825 -1.7357 1.1087 1.3
1.2169 2.4569 -0.859 -2.0106 1.179 1.31
1.1298 2.2312 0.9815 -2.3253 1.327 1.32
0.8459 2.4925 -0.04 -2.2222 1.3581 1.33
0.6849 2.2684 -0.5736 -2.8333 1.2339 1.34
0.359 2.175 1.0082 -2.6879 1.3528 1.35
0.1514 1.6918 -0.5637 -2.3986 1.2773 1.36
-0.0508 1.6268 -0.1061 -2.5769 1.2376 1.37
-0.2586 1.3553 0.8383 -2.3066 1.2908 1.38
-0.4213 1.1421 -0.8544 -1.7265 1.3217 1.39
-0.5171 0.9702 0.3604 -1.5374 1.2416 1.4
-0.6312 0.9558 0.5043 -1.202 1.0131 1.41
-0.7311 0.6751 -1.0324 -0.7608 0.9516 1.42
-0.7729 0.5972 0.848 -0.3845 1.0363 1.43
-0.6419 0.5434 0.0207 -0.0998 0.9577 1.44
-0.5675 0.3969 -0.8238 0.0965 0.8641 1.45
-0.4741 0.3173 1.0679 0.2004 0.6509 1.46
-0.3375 0.2565 -0.4692 0.2255 0.5598 1.47
-0.1517 0.2339 -0.3554 0.1694 0.4441 1.48
0.0245 0.2599 0.953 0.0218 0.357 1.49
0.2038 0.2863 -0.9543 -0.1796 0.2488 1.5
0.4317 0.3172 0.1462 -0.3818 0.1588 1.51
0.6287 0.3702 0.6872 -0.5617 0.0384 1.52
0.7232 0.4348 -1.0902 -0.8698 -0.0673 1.53
0.8821 0.5108 0.5702 -1.0221 -0.1791 1.54
1.0191 0.6352 0.1828 -1.0863 -0.2942 1.55
1.0173 0.6083 -0.7897 -0.8944 -0.4288 1.56
1.108 0.7725 0.9794 -0.9031 -0.4514 1.57
0.9873 0.8479 -0.3183 -0.554 -0.5312 1.58
1.0318 0.8864 -0.4669 -0.3407 -0.7146 1.59
0.9623 1.0324 0.9553 -0.0083 -0.6836 1.6
0.7491 1.1156 -0.6929 0.353 -0.7582 1.61
0.5508 1.0559 0.0398 0.7068 -0.8396 1.62
0.3794 0.9658 0.8934 1.0347 -0.8857 1.63
0.1788 1.0531 -0.915 1.1833 -0.9911 1.64
-0.0426 0.9234 0.5429 1.2019 -1.0401 1.65
-0.2379 0.9692 0.422 1.345 -0.9707 1.66
-0.4516 0.8011 -0.8556 1.1905 -1.0003 1.67
-0.611 0.7022 0.9393 1.0144 -1.0317 1.68
-0.8492 0.5445 -0.0298 0.8196 -1.0193 1.69
-0.8661 0.4242 -0.5348 0.4882 -0.9321 1.7
-0.9099 0.2753 1.2294 0.1845 -0.9161 1.71
-0.9973 0.0687 -0.4831 -0.1499 -0.8764 1.72
-0.9734 -0.134 0.015 -0.47 -0.7847 1.73
-0.8951 -0.3162 1.0598 -0.7336 -0.6757 1.74
-0.8587 -0.5027 -0.736 -0.8844 -0.6097 1.75
-0.7192 -0.8203 0.5355 -1.0361 -0.5553 1.76
-0.5532 -0.9774 0.7348 -0.8756 -0.4817 1.77
-0.4061 -1.0874 -0.6526 -0.7918 -0.3324 1.78
-0.1849 -1.2496 1.0657 -0.6766 -0.2669 1.79
0.0345 -1.4205 0.3512 -0.5018 -0.147 1.8
0.2525 -1.779 -0.4028 -0.2103 -0.0321 1.81
0.4883 -1.8653 1.3674 0.0345 0.0834 1.82
0.6004 -1.8392 -0.0842 0.2507 0.1995 1.83
0.8418 -1.9532 0.0695 0.432 0.2959 1.84
0.9225 -1.9996 1.3278 0.498 0.4097 1.85
0.9103 -2.1047 -0.4072 0.5313 0.5071 1.86
0.9939 -1.7538 0.6515 0.4049 0.6046 1.87
0.9199 -2.0438 1.1977 0.2155 0.699 1.88
0.9022 -1.6717 -0.438 -0.0198 0.8852 1.89
0.8781 -1.835 1.1998 -0.3027 0.8654 1.9
0.7028 -1.4756 0.7536 -0.6994 0.9575 1.91
0.6119 -1.5166 -0.2386 -1.0097 1.1092 1.92
0.3888 -1.1451 1.4353 -1.2785 1.212 1.93
0.2226 -1.0242 0.3493 -1.3367 1.1818 1.94
0.032 -0.992 0.1698 -1.6846 1.3267 1.95
-0.1607 -0.7895 1.5921 -1.4833 1.3192 1.96
-0.3404 -0.6223 -0.026 -1.6619 1.3486 1.97
-0.4819 -0.3664 0.8218 -1.3043 1.3993 1.98
-0.5838 -0.2352 1.4809 -1.1615 1.3716 1.99
-0.7196 -0.0822 -0.1757 -0.8605 1.3355 2.0
-0.8417 0.0419 1.2174 -0.4049 1.3439 2.01
-0.8126 0.1521 1.1485 -0.0768 1.2618 2.02
-0.7229 0.2586 -0.0588 0.2624 1.1575 2.03
-0.7387 0.2985 1.6809 0.5594 1.2179 2.04
-0.5356 0.362 0.7302 0.819 1.1321 2.05
-0.4202 0.3615 0.3156 0.9461 1.0 2.06
-0.2748 0.3889 2.008 1.0093 0.9566 2.07
-0.0439 0.3447 0.33 0.9477 0.8985 2.08
0.1839 0.2757 0.915 0.7481 0.7891 2.09
0.4011 0.2282 1.9671 0.5955 0.85 2.1
0.5791 0.1285 0.1309 0.428 0.7208 2.11
0.8534 0.0275 1.3645 0.1704 0.6066 2.12
1.0236 -0.0791 1.6956 0.0132 0.5751 2.13
1.2161 -0.2015 0.132 -0.1077 0.4823 2.14
1.4018 -0.3046 2.0306 -0.1582 0.4189 2.15
1.3439 -0.461 1.2049 -0.1031 0.304 2.16
1.3511 -0.5408 0.4171 0.0431 0.2577 2.17
1.5037 -0.6625 2.301 0.2558 0.1703 2.18
1.3297 -0.6897 0.7071 0.6149 0.1262 2.19
1.4233 -0.8197 0.907 1.0077 0.0652 2.2
1.1756 -0.7924 2.0876 1.3917 0.0184 2.21
1.0723 -0.8952 0.3843 1.9296 -0.0179 2.22
0.9698 -0.8799 1.3416 2.1849 -0.044 2.23
0.8416 -0.8012 1.9141 2.4318 -0.067 2.24
0.6249 -0.8258 0.2759 2.4762 -0.0668 2.25
0.3865 -0.7044 1.9624 2.9119 -0.0728 2.26
0.2531 -0.7633 1.5996 2.8684 -0.0593 2.27
0.0913 -0.6137 0.4875 2.5407 -0.0299 2.28
-0.0229 -0.4296 2.4189 2.4212 0.0009 2.29
-0.1015 -0.3462 1.0727 2.4527 0.0485 2.3
-0.153 -0.204 0.8668 1.8518 0.0994 2.31
-0.1459 -0.0289 2.3246 1.5861 0.1699 2.32
-0.1191 0.1463 0.5866 1.5354 0.2231 2.33
-0.0358 0.2887 1.4241 1.2279 0.3036 2.34
0.0953 0.4418 2.2003 0.9492 0.3742 2.35
0.2584 0.5564 0.3871 0.8992 0.4881 2.36
0.4097 0.711 1.7259 0.8966 0.6138 2.37
0.6177 0.9118 1.8114 0.9894 0.7169 2.38
0.9335 0.9837 0.45 1.2809 0.8059 2.39
1.071 1.1302 2.3265 1.469 0.8534 2.4
1.2409 1.0677 1.2622 1.7119 1.0882 2.41
1.4329 1.2186 0.698 2.0641 1.2303 2.42
1.8521 1.2292 2.3044 2.3376 1.2826 2.43
2.0292 1.0307 0.7084 2.0737 1.2871 2.44
2.2104 1.0658 1.1119 2.4279 1.6649 2.45
2.2004 1.0715 2.096 2.2686 1.5266 2.46
2.3192 0.929 0.3937 2.4082 1.8496 2.47
2.2699 0.7822 1.5806 2.1284 1.7301 2.48
2.1644 0.5715 2.0123 1.7885 1.813 2.49
1.9099 0.4406 0.3254 1.2464 2.2328 2.5
1.899 0.2144 2.2148 0.8507 2.2169 2.51
1.7468 0.0114 1.2341 0.5061 2.37 2.52
1.5934 -0.1964 0.5306 0.0974 2.1274 2.53
1.3866 -0.4058 2.3345 -0.2703 2.267 2.54
1.2414 -0.6625 0.8206 -0.5481 2.4187 2.55
1.1217 -0.8941 0.8713 -0.7158 2.2025 2.56
0.8687 -1.0229 2.0181 -0.7779 2.4955 2.57
0.8266 -1.1598 0.3053 -0.8202 2.6056 2.58
0.6934 -1.2933 1.4225 -0.6668 2.6672 2.59
0.5788 -1.4784 1.7897 -0.5195 2.2125 2.6
0.4902 -1.7666 0.1181 -0.2863 2.2972 2.61
0.5721 -1.7139 1.8516 -0.0722 2.2007 2.62
0.5024 -2.0418 1.2864 0.1433 2.1128 2.63
0.662 -1.8406 0.1576 0.2997 2.1182 2.64
0.7764 -1.9788 1.8865 0.3715 2.4228 2.65
0.9348 -2.1313 0.7079 0.4483 2.1114 2.66
1.1931 -1.9596 0.4123 0.3645 2.1077 2.67
1.2503 -1.8084 1.968 0.205 1.8113 2.68
1.5048 -1.9204 0.1419 -0.0511 1.7841 2.69
1.66 -1.611 0.8551 -0.3439 1.9395 2.7
1.9294 -1.578 1.7628 -0.6261 1.7428 2.71
2.1821 -1.6834 -0.1935 -1.0429 1.6522 2.72
2.457 -1.3818 1.1478 -1.2792 1.5693 2.73
2.268 -1.2806 1.0479 -1.423 1.3757 2.74
2.5582 -1.1424 -0.2389 -1.6374 1.2546 2.75
2.6097 -1.1224 1.6647 -1.7209 1.2332 2.76
2.7185 -1.0744 0.4585 -1.6641 1.0288 2.77
2.6629 -1.0199 -0.0568 -1.6744 0.882 2.78
2.436 -0.9653 1.5217 -1.5407 0.9005 2.79
2.5905 -0.8635 -0.1178 -1.0379 0.7287 2.8
2.3046 -0.8532 0.3145 -0.7762 0.6178 2.81
2.4675 -0.8193 1.2226 -0.4342 0.5543 2.82
2.151 -0.8499 -0.5216 -0.0909 0.5176 2.83
1.9541 -0.9092 0.7422 0.1991 0.4533 2.84
1.8486 -1.0114 0.9187 0.4369 0.4011 2.85
1.5754 -1.0177 -0.7332 0.5897 0.3325 2.86
1.2144 -1.2223 0.9139 0.6398 0.3193 2.87
1.0211 -1.4475 0.2324 0.535 0.2984 2.88
0.995 -1.4436 -0.5664 0.4389 0.316 2.89
0.8549 -1.5079 1.0574 0.2502 0.2878 2.9
0.8437 -1.9007 -0.4207 -0.0067 0.3115 2.91
0.7834 -1.9373 -0.3432 -0.2903 0.2894 2.92
0.8795 -2.0835 0.9296 -0.5578 0.3683 2.93
0.8875 -2.0541 -0.9785 -0.7566 0.39 2.94
0.964 -2.4306 0.0638 -0.8857 0.4597 2.95
1.1457 -2.5075 0.539 -0.836 0.4878 2.96
1.3608 -2.6914 -1.103 -0.8155 0.5735 2.97
1.3265 -2.5413 0.3928 -0.6842 0.6072 2.98
1.4905 -2.825 -0.0677 -0.5766 0.7025 2.99
1.7469 -3.0124 -1.2253 -0.27 0.7724 3.0
1.9511 -2.759 0.6343 0.0558 0.8717 3.01
2.3348 -2.8668 -0.7688 0.4015 0.7965 3.02
2.2292 -2.4666 -0.8797 0.6284 0.8765 3.03
2.5765 -2.6155 0.5568 0.8482 1.1042 3.04
2.6646 -2.4511 -1.2915 1.0785 1.1313 3.05
2.5025 -2.5408 -0.6148 1.0723 1.0793 3.06
2.5738 -2.0541 0.1709 1.1038 1.304 3.07
2.6543 -2.1415 -1.6592 1.0677 1.2353 3.08
2.7872 -1.8065 -0.2109 0.726 1.2738 3.09
2.4497 -1.4789 -0.344 0.4477 1.4485 3.1
2.4129 -1.3994 -1.7151 0.1399 1.5582 3.11
2.1601 -1.1387 0.0641 -0.2039 1.5998 3.12
2.0735 -0.8638 -0.9993 -0.5454 1.4864 3.13
1.582 -0.683 -1.5271 -0.9045 1.3965 3.14
1.4705 -0.522 0.0918 -1.2253 1.6378 3.15
1.2291 -0.3105 -1.5747 -1.4558 1.4131 3.16
1.079 -0.1041 -1.2548 -1.3084 1.6152 3.17
0.9088 0.0654 -0.145 -1.4762 1.3473 3.18
0.6505 0.1951 -2.1077 -1.3294 1.4449 3.19
0.5184 0.3093 -0.728 -1.2637 1.3063 3.2
0.503 0.4552 -0.6665 -1.027 1.4117 3.21
0.4215 0.479 -2.3194 -0.7748 1.2647 3.22
0.438 0.4917 -0.4293 -0.531 1.1869 3.23
0.4314 0.5516 -1.2542 -0.3899 1.0434 3.24
0.5981 0.5069 -2.0393 -0.2417 1.1055 3.25
0.6052 0.5632 -0.3306 -0.2339 0.9248 3.26
0.8457 0.4592 -1.9782 -0.294 0.7479 3.27
1.0582 0.3895 -1.6038 -0.4663 0.6903 3.28
1.1731 0.2846 -0.4348 -0.7417 0.51 3.29
1.403 0.2239 -2.3569 -0.936 0.3765 3.3
1.4723 0.1139 -1.2359 -1.292 0.293 3.31
1.6018 -0.0047 -0.8659 -1.9028 0.1471 3.32
1.7889 -0.1161 -2.4765 -2.0028 -0.0051 3.33
1.8188 -0.2213 -0.7933 -2.6149 -0.1329 3.34
1.8718 -0.33 -1.3826 -2.6987 -0.2846 3.35
1.8607 -0.4108 -2.1846 -2.9021 -0.4247 3.36
1.8582 -0.5035 -0.6857 -3.0881 -0.5087 3.37
1.8369 -0.4953 -1.8305 -2.7335 -0.6602 3.38
1.7296 -0.5743 -1.9521 -2.6204 -0.8491 3.39
1.6834 -0.5356 -0.6429 -2.1149 -0.9024 3.4
1.7042 -0.5458 -2.2923 -2.1089 -1.006 3.41
1.4058 -0.5299 -1.733 -1.7117 -1.052 3.42
1.1387 -0.4776 -0.8492 -1.3162 -1.1479 3.43
0.8979 -0.3817 -2.7568 -1.038 -1.346 3.44
0.6929 -0.3435 -1.2356 -0.855 -1.3194 3.45
0.4407 -0.2151 -1.3563 -0.726 -1.5021 3.46
0.2179 -0.0726 -2.853 -0.6178 -1.6867 3.47
0.0207 0.0677 -0.8597 -0.6473 -1.494 3.48
-0.1419 0.2012 -1.8133 -0.6333 -1.5946 3.49
-0.2989 0.3933 -2.6182 -0.8333 -1.6069 3.5
-0.3914 0.5169 -0.7226 -1.0623 -1.5417 3.51
-0.4607 0.619 -2.1574 -1.1828 -1.7011 3.52
-0.4283 0.7581 -2.0222 -1.546 -1.6776 3.53
-0.4565 1.0142 -0.886 -1.7073 -1.8248 3.54
-0.3482 1.0577 -2.6121 -1.8107 -1.6871 3.55
-0.2154 1.1404 -1.2913 -1.7934 -1.648 3.56
-0.092 1.3198 -1.1039 -1.641 -1.5778 3.57
0.0638 1.2896 -2.8222 -1.4218 -1.5582 3.58
0.2134 1.2856 -0.9735 -1.211 -1.5336 3.59
0.4356 1.2607 -1.77 -0.7818 -1.3977 3.6
0.5295 1.3159 -2.2557 -0.4426 -1.2239 3.61
0.7498 1.1396 -0.6886 0.0233 -1.1971 3.62
0.8048 1.0656 -2.3678 0.4203 -1.1168 3.63
0.9566 0.9339 -2.2458 0.8417 -1.2185 3.64
1.15 0.8528 -0.7599 1.2132 -1.0576 3.65
1.0778 0.6451 -2.7166 1.3082 -1.0126 3.66
1.1384 0.5714 -1.4635 1.6394 -0.8479 3.67
1.0204 0.3173 -1.0157 1.3985 -0.8391 3.68
0.8751 0.1566 -2.742 1.4409 -0.7373 3.69
0.8208 -0.062 -0.9668 1.2153 -0.632 3.7
0.6444 -0.2438 -1.419 1.1303 -0.5993 3.71
0.3931 -0.4648 -2.2762 0.965 -0.5281 3.72
0.1736 -0.7067 -0.6422 0.6446 -0.5091 3.73
-0.0669 -0.8286 -1.9138 0.4436 -0.5453 3.74
-0.2867 -0.9401 -2.2133 0.3229 -0.4781 3.75
-0.5424 -1.1332 -0.5227 0.2276 -0.4326 3.76
-0.7247 -1.1646 -2.281 0.2208 -0.4223 3.77
-0.938 -1.4068 -1.3806 0.3399 -0.4803 3.78
-1.1552 -1.3174 -0.6865 0.5237 -0.461 3.79
-1.2338 -1.4148 -2.5059 0.7092 -0.4356 3.8
-1.4651 -1.5105 -0.8637 0.9456 -0.4704 3.81
-1.3591 -1.6024 -0.9982 1.2198 -0.5378 3.82
-1.4885 -1.4155 -2.1995 1.637 -0.6534 3.83
-1.2886 -1.4776 -0.4742 1.9124 -0.6059 3.84
-1.1706 -1.2078 -1.5781 1.9374 -0.6929 3.85
-1.1122 -1.1425 -1.8546 2.1734 -0.7784 3.86
-1.0775 -1.1659 -0.2782 2.1991 -0.8597 3.87
-0.7777 -1.056 -1.9347 2.0222 -1.0451 3.88
-0.696 -0.8328 -1.4677 1.9885 -0.9997 3.89
-0.4346 -0.6102 -0.2896 1.6632 -1.2358 3.9
-0.2754 -0.5083 -2.0462 1.292 -1.3424 3.91
-0.1428 -0.3789 -0.7438 0.8715 -1.4033 3.92
0.0127 -0.2135 -0.5523 0.6134 -1.5695 3.93
0.1239 -0.0746 -2.0066 0.2217 -1.7397 3.94
0.2131 0.0511 -0.2808 -0.0386 -1.7565 3.95
0.2497 0.1512 -1.0021 -0.2431 -1.8818 3.96
0.234 0.2564 -1.8251 -0.3831 -1.8807 3.97
0.2102 0.3503 0.0136 -0.3528 -2.1627 3.98
0.1157 0.3708 -1.306 -0.2916 -1.8919 3.99
-0.0133 0.3919 -1.3207 -0.1375 -2.125 4.0
-0.1812 0.4351 0.0695 0.0876 -2.461 4.01
-0.3802 0.3672 -1.561 0.3596 -2.1811 4.02
-0.5588 0.3653 -0.7021 0.6416 -2.1786 4.03
-0.761 0.2916 -0.1182 0.7893 -2.5045 4.04
-1.0963 0.2474 -1.8615 1.0064 -2.6341 4.05
-1.3022 0.1509 -0.1158 1.1746 -2.6354 4.06
-1.3395 0.0436 -0.5508 1.1315 -2.5707 4.07
-1.5953 -0.0563 -1.4055 1.0649 -2.5521 4.08
-1.8103 -0.1657 0.3084 0.8708 -2.7223 4.09
-1.7887 -0.2519 -0.9736 0.5928 -2.3921 4.1
-1.9725 -0.3542 -1.1206 0.3133 -2.5662 4.11
-1.937 -0.4315 0.4065 0.0089 -2.3508 4.12
-2.057 -0.5557 -1.1951 -0.2844 -2.3734 4.13
-1.905 -0.6446 -0.5737 -0.5949 -2.6457 4.14
-1.6495 -0.5926 0.3158 -0.7309 -2.3481 4.15
-1.5377 -0.6466 -1.3475 -0.8432 -2.4781 4.16
-1.4999 -0.7186 0.0555 -0.8667 -2.317 4.17
-1.2327 -0.5816 -0.0345 -0.8493 -2.1044 4.18
-1.2147 -0.5813 -1.2757 -0.6443 -2.0298 4.19
-0.8853 -0.5272 0.5063 -0.4561 -2.0657 4.2
-0.7536 -0.4004 -0.4506 -0.1267 -1.6781 4.21
-0.5277 -0.2319 -0.9154 0.2219 -1.6006 4.22
-0.3269 -0.0842 0.7515 0.5722 -1.5138 4.23
-0.2411 0.0909 -0.9619 0.9785 -1.3255 4.24
-0.1311 0.3074 -0.3983 1.224 -1.4153 4.25
-0.0697 0.5134 0.6503 1.5246 -1.086 4.26
-0.0473 0.7423 -1.0798 1.4327 -1.1078 4.27
-0.0799 1.0136 0.1382 1.5291 -0.8455 4.28
-0.1424 1.106 0.3626 1.5767 -0.8497 4.29
-0.2603 1.4407 -1.2136 1.5405 -0.7152 4.3
-0.374 1.7498 0.6846 1.2675 -0.6187 4.31
-0.5663 1.7048 -0.0701 0.99 -0.5204 4.32
-0.7587 2.0583 -0.8743 0.7367 -0.3901 4.33
-1.0412 1.9687 0.9255 0.556 -0.3031 4.34
-1.1778 2.14 -0.4998 0.3349 -0.2685 4.35
-1.4768 2.2556 -0.3774 0.2444 -0.1774 4.36
-1.6587 2.82 0.8322 0.2297 -0.1343 4.37
-1.7605 2.8102 -0.8008 0.3043 -0.0963 4.38
-1.6987 2.744 0.1586 0.5166 -0.0588 4.39
-1.7611 2.6428 0.6979 0.6898 -0.0315 4.4
-1.9982 2.8897 -0.9655 1.0082 -0.0158 4.41
-1.9858 2.5392 0.6321 1.5226 -0.0099 4.42
-1.9783 2.515 0.2458 1.5569 -0.0159 4.43
-1.8883 2.321 -0.8401 1.921 -0.0348 4.44
-1.6814 2.2702 1.0367 2.1934 -0.0541 4.45
-1.5578 2.2291 -0.2497 2.422 -0.0885 4.46
-1.4481 2.2966 -0.4203 2.3769 -0.1309 4.47
-1.2367 1.9495 0.9651 2.318 -0.1781 4.48
-0.9595 1.8927 -0.7132 2.416 -0.2271 4.49
-0.799 1.6349 0.0354 2.0686 -0.3052 4.5
-0.5357 1.4234 0.8269 1.7304 -0.3569 4.51
-0.3375 1.2599 -0.8904 1.2844 -0.4406 4.52
-0.133 1.2575 0.578 0.9516 -0.4932 4.53
0.0099 1.0402 0.4715 0.7027 -0.6533 4.54
0.129 0.9873 -0.9044 0.3493 -0.7269 4.55
0.1921 1.012 0.897 0.1259 -0.7859 4.56
0.229 0.9471 -0.101 -0.0368 -0.7826 4.57
0.1963 0.7693 -0.6513 -0.1107 -0.8599 4.58
0.1729 0.876 1.0384 -0.0845 -0.9701 4.59
