#y1 y2 time y6 y4 y3 y5
1.3876 0.8414 0.55 2.4911 -0.0376 0.4539 0.0036
1.6316 0.7673 0.56 2.3242 -0.1664 -0.0323 0.0699
1.8082 0.7568 0.57 2.908 -0.1024 -0.4625 0.2193
2.0278 0.8054 0.58 3.0295 0.1148 -0.6521 0.4038
2.0498 0.7424 0.59 2.7296 0.4229 -0.7118 0.6515
2.0326 0.706 0.6 2.8471 0.8136 -0.557 1.0531
2.3036 0.6083 0.61 2.6315 1.1045 -0.3386 1.25
2.2596 0.4948 0.62 2.2943 1.4124 0.0323 1.3612
2.2265 0.4364 0.63 2.0822 1.6154 0.3757 1.6661
2.4565 0.3523 0.64 1.9382 1.5462 0.7038 1.719
2.342 0.2736 0.65 1.4497 1.1793 1.0495 1.5933
2.749 0.2042 0.66 0.9757 0.9525 1.1171 1.4179
2.5305 0.131 0.67 0.6844 0.489 1.1044 1.19
2.8791 0.0696 0.68 0.3527 0.013 0.8942 0.8693
2.9635 0.0167 0.69 0.0284 -0.3932 0.6939 0.5611
2.4778 -0.0254 0.7 -0.2744 -0.7123 0.4383 0.2538
2.5051 -0.0548 0.71 -0.496 -0.759 0.2561 -0.0799
2.5172 -0.0684 0.72 -0.6603 -0.6494 0.1296 -0.3499
2.8904 -0.0582 0.73 -0.7884 -0.4367 0.1483 -0.6414
2.4892 -0.0288 0.74 -0.7047 -0.1446 0.2966 -0.6569
2.4112 0.0114 0.75 -0.799 0.2378 0.5933 -0.808
2.3087 0.0683 0.76 -0.563 0.551 0.9769 -0.682
2.2544 0.171 0.77 -0.4948 0.8763 1.422 -0.4541
2.4375 0.252 0.78 -0.2551 1.0625 2.0375 -0.2544
2.2432 0.3662 0.79 -0.0177 0.9836 2.4143 0.0002
2.1006 0.5233 0.8 0.226 0.6866 2.799 0.2632
1.9334 0.6209 0.81 0.526 0.3478 2.7539 0.5353
1.8819 0.7984 0.82 0.7053 -0.0932 2.7593 0.747
1.9603 0.9662 0.83 0.9497 -0.5027 2.7641 0.9469
1.5676 1.1045 0.84 1.1221 -0.8737 2.3333 0.882
1.4025 1.2706 0.85 1.3879 -1.1676 1.6467 0.9429
1.57 1.6683 0.86 1.6312 -1.2626 1.3736 0.7586
1.2873 1.872 0.87 1.6659 -1.1322 0.7389 0.5593
1.2246 1.7481 0.88 1.7231 -0.9019 0.4589 0.2232
1.0654 2.054 0.89 1.6039 -0.4708 0.166 -0.0921
0.9783 2.4094 0.9 1.6101 -0.0696 0.0616 -0.4557
0.9191 2.3577 0.91 1.5541 0.3195 0.1058 -0.6631
0.7002 2.3255 0.92 1.4234 0.5232 0.2963 -0.9215
0.6749 2.7297 0.93 1.2043 0.6803 0.4688 -1.1342
0.5336 3.0467 0.94 1.1467 0.6733 0.6823 -1.3442
0.5023 2.6818 0.95 0.9654 0.5004 0.9551 -1.275
0.4426 2.849 0.96 0.9458 0.1433 1.0601 -1.092
0.3458 2.7078 0.97 0.8389 -0.2793 0.8541 -0.9127
0.3307 2.6758 0.98 0.836 -0.7061 0.745 -0.6247
0.3059 2.6508 0.99 0.9915 -0.9744 0.4185 -0.3099
0.2939 2.7768 1.0 1.0018 -1.2493 0.0798 0.0055
0.3133 2.5082 1.01 1.087 -1.2189 -0.326 0.2878
0.2862 2.641 1.02 1.3167 -1.0228 -0.6834 0.5462
0.352 2.7205 1.03 1.2546 -0.8074 -0.9153 0.7318
0.3669 2.5525 1.04 1.4872 -0.3821 -0.9966 0.8181
0.3869 1.9981 1.05 1.5402 0.0746 -0.7851 0.7717
0.4578 1.7863 1.06 1.9375 0.5154 -0.5374 0.6382
0.5056 1.6978 1.07 1.9311 0.7111 -0.0587 0.4421
0.5443 1.5021 1.08 2.0308 0.8954 0.4604 0.1563
0.6456 1.2817 1.09 1.9904 0.8366 0.9641 -0.1152
0.7731 1.0756 1.1 2.2665 0.7105 1.4615 -0.4084
0.7625 0.7906 1.11 1.9291 0.4365 2.1017 -0.6158
0.9379 0.5616 1.12 2.0054 0.0471 2.0558 -0.9315
0.8672 0.4114 1.13 1.786 -0.3173 2.2201 -0.9785
1.0713 0.1716 1.14 1.5037 -0.6246 2.1136 -0.9586
1.2369 -0.01 1.15 1.1486 -0.6906 1.9998 -0.868
1.1786 -0.1801 1.16 0.9086 -0.8144 1.4456 -0.8395
1.1609 -0.3364 1.17 0.5115 -0.5964 1.2631 -0.5151
1.421 -0.4866 1.18 0.2141 -0.2121 0.8578 -0.1895
1.2949 -0.5875 1.19 -0.1027 0.2302 0.6011 0.1541
1.3687 -0.6946 1.2 -0.4328 0.7392 0.4191 0.5398
1.5024 -0.8567 1.21 -0.7399 1.1392 0.3674 0.7534
1.5016 -0.8352 1.22 -0.9515 1.2883 0.4823 1.016
1.6986 -0.9518 1.23 -1.1973 1.7057 0.7162 1.2009
1.5067 -0.8311 1.24 -1.0843 1.5791 0.9544 1.4288
1.5119 -0.8871 1.25 -1.2669 1.4862 1.0375 1.3005
1.4423 -0.804 1.26 -1.1016 1.1999 1.2222 1.3343
1.4264 -0.7296 1.27 -1.1449 0.738 1.1769 1.0015
1.5226 -0.6598 1.28 -0.7823 0.3651 1.0952 0.8986
1.536 -0.4965 1.29 -0.6419 0.1185 0.7429 0.5314
1.3039 -0.4321 1.3 -0.3224 -0.0198 0.3236 0.3287
1.2486 -0.3052 1.31 0.03 0.0176 -0.1901 0.0837
1.3131 -0.1451 1.32 0.3859 0.2268 -0.7124 -0.0846
1.1105 -0.0065 1.33 0.6714 0.5621 -1.2976 -0.1797
1.1461 0.1261 1.34 1.027 1.0005 -1.5306 -0.1656
1.031 0.2668 1.35 1.5031 1.3545 -1.9392 -0.0376
0.8417 0.3896 1.36 1.7059 1.9749 -1.9387 0.165
0.6662 0.5897 1.37 1.726 2.1566 -1.5628 0.4912
0.6086 0.7537 1.38 1.8499 2.5082 -1.2827 0.7762
0.463 0.8605 1.39 2.0593 2.1389 -0.7827 1.1909
0.3422 0.8383 1.4 2.2322 2.2071 -0.3791 1.4458
0.1797 1.0707 1.41 2.0249 1.7943 0.0864 1.6936
0.0584 1.0718 1.42 1.8886 1.5649 0.4775 2.0479
-0.073 1.2183 1.43 1.8868 1.1773 0.6655 2.2643
-0.1954 1.2224 1.44 1.6898 0.8395 0.9093 2.452
-0.2988 1.1464 1.45 1.3523 0.6545 0.8162 2.4147
-0.4097 1.307 1.46 1.077 0.6845 0.5777 2.1767
-0.5559 1.1374 1.47 0.9667 0.8524 0.3526 1.9438
-0.7029 1.1129 1.48 0.6773 1.2787 0.093 1.606
-0.8038 1.1814 1.49 0.4805 1.6803 -0.12 1.5238
-0.918 1.1823 1.5 0.2424 2.2491 -0.2438 1.2995
-0.965 1.0985 1.51 0.0901 2.4822 -0.2563 0.967
-1.0305 1.0154 1.52 -0.0258 2.5485 -0.1259 0.8597
-1.0267 0.9196 1.53 -0.1102 2.9097 0.1149 0.767
-1.0767 0.8454 1.54 -0.1433 3.0462 0.4241 0.7455
-1.0644 0.7272 1.55 -0.125 2.8373 0.7878 0.9167
-1.0964 0.7108 1.56 -0.0984 2.0723 1.1779 1.0781
-1.0499 0.5887 1.57 -0.034 1.8757 1.3031 1.3917
-1.0253 0.5212 1.58 0.0474 1.4583 1.3366 1.7421
-1.0442 0.4368 1.59 0.1193 1.2316 1.2721 2.0366
-0.9713 0.3981 1.6 0.2245 0.9538 1.0182 2.3122
-0.9629 0.3544 1.61 0.2528 0.9385 0.4954 2.5531
-0.8922 0.3003 1.62 0.3061 1.2446 -0.0495 2.6929
-0.8109 0.3082 1.63 0.2909 1.4525 -0.6712 2.8663
-0.7735 0.2743 1.64 0.2666 1.9359 -1.1489 3.1331
-0.635 0.3138 1.65 0.1797 2.4983 -1.7694 2.8166
-0.6557 0.3193 1.66 0.0804 2.477 -2.174 2.5638
-0.4876 0.3956 1.67 -0.0666 2.9225 -2.2034 2.656
-0.4119 0.4075 1.68 -0.2528 2.7472 -1.9054 2.0672
-0.3142 0.4667 1.69 -0.3966 2.9109 -1.9676 1.8685
-0.194 0.5471 1.7 -0.5925 2.3634 -1.5702 1.699
-0.1021 0.6649 1.71 -0.8129 2.3253 -1.2713 1.3772
0.0037 0.6638 1.72 -0.9559 1.844 -0.9076 1.1478
0.0946 0.7908 1.73 -1.2531 1.2862 -0.6552 0.9275
0.2029 0.8907 1.74 -1.4556 0.9877 -0.5402 1.0716
0.2996 0.8582 1.75 -1.2989 0.7464 -0.4835 0.9738
0.3754 1.0202 1.76 -1.5326 0.7159 -0.6988 1.2719
0.4666 1.022 1.77 -1.4879 0.9478 -0.7893 1.371
0.5306 1.2195 1.78 -1.1909 1.2363 -1.065 1.7629
0.5523 1.1448 1.79 -1.0403 1.7073 -1.2466 2.1437
0.583 1.2455 1.8 -0.8494 2.0038 -1.7103 2.2977
0.653 1.3251 1.81 -0.6481 2.2016 -1.4891 2.4743
0.7355 1.1412 1.82 -0.3846 2.2737 -1.5255 2.833
0.6712 1.143 1.83 -0.057 2.5218 -1.3523 2.8867
0.7154 1.2398 1.84 0.2863 2.4854 -0.968 2.9325
0.6903 1.175 1.85 0.6254 1.924 -0.4339 2.7945
0.6589 1.1017 1.86 0.865 1.4628 0.0695 2.2762
0.6645 0.8694 1.87 1.0579 1.1 0.561 2.1901
0.5671 0.8496 1.88 1.498 0.6669 0.8492 1.8804
0.4903 0.6554 1.89 1.6935 0.3235 1.1673 1.4514
0.417 0.5265 1.9 1.4661 0.1502 1.0583 1.1367
0.3776 0.3488 1.91 1.7596 0.1277 1.0208 0.7095
0.2918 0.1429 1.92 1.4456 0.3198 0.6685 0.5636
0.2224 -0.0462 1.93 1.5078 0.5982 0.1696 0.4787
0.1112 -0.2609 1.94 1.266 0.8766 -0.3391 0.3965
0.0239 -0.4622 1.95 0.9573 1.2585 -0.7684 0.4344
-0.0826 -0.698 1.96 0.7067 1.6535 -1.1807 0.5912
-0.1922 -0.875 1.97 0.2978 1.774 -1.5475 0.885
-0.2981 -1.1856 1.98 -0.0693 1.8117 -1.8011 1.031
-0.4155 -1.3381 1.99 -0.4951 1.6089 -1.9196 1.2868
-0.4923 -1.6352 2.0 -0.8564 1.1854 -1.7017 1.6053
-0.5861 -1.7085 2.01 -1.1501 0.7316 -1.4862 1.8089
-0.7126 -1.9114 2.02 -1.4006 0.338 -1.1621 2.0591
-0.8128 -2.1846 2.03 -1.6754 -0.068 -0.9183 1.8276
-0.8685 -2.1038 2.04 -1.8699 -0.375 -0.8464 1.8102
-0.9196 -2.3417 2.05 -1.8904 -0.6114 -0.8999 1.7089
-0.9147 -2.4091 2.06 -2.2139 -0.5095 -1.081 1.5179
-0.9081 -2.3591 2.07 -2.1099 -0.3746 -1.2859 1.1527
-0.9837 -2.4088 2.08 -2.0166 -0.0762 -1.6617 0.757
-0.9984 -2.4469 2.09 -1.8822 0.3152 -1.9148 0.4629
-1.0928 -2.3889 2.1 -1.651 0.7095 -2.4165 0.1196
-1.0211 -2.3157 2.11 -1.5955 1.0305 -2.5719 -0.1774
-1.0863 -2.0955 2.12 -1.3149 1.1127 -2.5777 -0.3425
-1.0711 -1.9559 2.13 -1.1489 1.1993 -2.5789 -0.5114
-1.037 -1.8885 2.14 -0.9311 0.9222 -2.4897 -0.489
-1.0351 -1.9199 2.15 -0.8877 0.6698 -1.9072 -0.3716
-0.8987 -1.5416 2.16 -0.6412 0.2553 -1.3418 -0.2453
-0.8511 -1.292 2.17 -0.6257 -0.2026 -0.9278 -0.0015
-0.8046 -1.1799 2.18 -0.5003 -0.61 -0.3011 0.2588
-0.6731 -1.0902 2.19 -0.4878 -0.8723 0.1492 0.565
-0.5506 -0.807 2.2 -0.55 -0.972 0.4594 0.8333
-0.462 -0.6138 2.21 -0.5013 -0.8731 0.6467 0.9453
-0.3396 -0.3629 2.22 -0.6395 -0.6711 0.6507 1.136
-0.2123 -0.1834 2.23 -0.7913 -0.3644 0.4747 1.144
-0.0848 0.0009 2.24 -0.8495 0.0132 0.1536 1.0066
0.0329 0.176 2.25 -0.8771 0.4353 -0.1943 0.9437
0.1725 0.3383 2.26 -1.1245 0.7336 -0.5807 0.7288
0.2737 0.4732 2.27 -1.093 0.8722 -0.8272 0.3809
0.3769 0.5735 2.28 -1.2634 0.9985 -1.0504 0.0396
0.5461 0.7263 2.29 -1.1101 0.8521 -1.0189 -0.3103
0.6186 0.71 2.3 -1.2205 0.5234 -1.0087 -0.5863
0.7849 0.8161 2.31 -0.9676 0.12 -0.7929 -0.8467
0.9181 0.8414 2.32 -0.9491 -0.3072 -0.556 -1.0097
0.9598 0.8369 2.33 -0.7906 -0.6582 -0.3048 -1.068
1.0613 0.8791 2.34 -0.6329 -0.8537 -0.09 -1.1015
1.1525 0.8761 2.35 -0.378 -0.8691 -0.0075 -0.8021
1.1376 0.7124 2.36 -0.2206 -0.8469 -0.0708 -0.6998
1.2584 0.6857 2.37 -0.0058 -0.6063 -0.2891 -0.3542
1.2293 0.5696 2.38 0.1815 -0.2437 -0.6576 -0.0685
1.2573 0.4956 2.39 0.365 0.211 -1.0651 0.2187
1.1909 0.3684 2.4 0.4878 0.6762 -1.7637 0.5348
1.265 0.1901 2.41 0.5163 0.9778 -1.9424 0.7646
1.1904 0.0601 2.42 0.4839 1.1422 -2.5618 0.879
1.3427 -0.0881 2.43 0.5114 1.2478 -2.9371 0.8916
1.136 -0.2552 2.44 0.3766 1.2057 -2.5786 0.9246
1.1604 -0.3519 2.45 0.1612 0.872 -2.5969 0.8254
1.0805 -0.4856 2.46 -0.0636 0.4441 -2.5822 0.56
1.0262 -0.6797 2.47 -0.3626 0.087 -1.8014 0.3109
0.976 -0.8711 2.48 -0.711 -0.2401 -1.277 -0.011
0.8821 -0.899 2.49 -1.1048 -0.479 -0.8562 -0.307
0.8332 -1.0299 2.5 -1.4432 -0.5191 -0.4062 -0.5606
0.7788 -1.112 2.51 -1.5808 -0.3458 -0.0821 -0.7675
0.69 -1.2259 2.52 -2.0898 -0.0547 0.1234 -0.8586
0.5116 -1.2002 2.53 -2.278 0.3557 0.1527 -0.8544
0.3902 -1.3486 2.54 -2.8099 0.8892 0.0599 -0.6898
0.3348 -1.2553 2.55 -2.8153 1.1859 -0.1297 -0.598
0.2373 -1.2748 2.56 -2.818 1.4456 -0.3458 -0.3059
0.1231 -1.4426 2.57 -3.0308 1.6393 -0.5164 0.0135
0.0137 -1.3708 2.58 -2.7455 1.9949 -0.7347 0.3879
-0.0884 -1.2242 2.59 -2.6508 1.7151 -0.7335 0.7088
-0.1646 -1.357 2.6 -2.458 1.5339 -0.5873 0.9959
-0.2354 -1.2796 2.61 -2.3592 1.0669 -0.3633 1.2968
-0.3238 -1.2634 2.62 -2.0044 0.7199 0.0158 1.359
-0.3965 -1.1376 2.63 -1.864 0.3814 0.3931 1.5286
-0.4418 -1.1163 2.64 -1.5639 0.2031 0.7171 1.3542
-0.4448 -0.9708 2.65 -1.1345 0.1566 0.9809 1.2862
-0.5199 -0.9944 2.66 -0.7838 0.3188 1.2696 1.0842
-0.5875 -0.9465 2.67 -0.5032 0.5627 1.1856 0.832
-0.5192 -0.8999 2.68 -0.2244 1.025 0.9624 0.5896
-0.6093 -0.8968 2.69 0.0167 1.4552 0.7214 0.3208
-0.5718 -0.8027 2.7 0.2114 2.0218 0.2144 0.1075
-0.5657 -0.8647 2.71 0.2988 2.0979 -0.3742 -0.0438
-0.4918 -0.7812 2.72 0.376 2.3659 -0.8508 -0.1278
-0.4639 -0.8574 2.73 0.3873 2.3513 -1.3768 -0.0937
-0.4006 -0.9498 2.74 0.3245 2.2365 -1.706 0.0216
-0.3461 -0.9423 2.75 0.2077 2.0774 -1.7897 0.2371
-0.2289 -0.9886 2.76 0.0686 1.574 -1.9743 0.5125
-0.1795 -1.0364 2.77 -0.1006 1.1317 -1.7764 0.8079
-0.0816 -1.1973 2.78 -0.2797 0.9066 -1.492 1.1095
0.0067 -1.185 2.79 -0.4455 0.6019 -0.952 1.6292
0.1057 -1.2035 2.8 -0.676 0.5554 -0.6988 1.8483
0.1866 -1.3639 2.81 -0.7757 0.7296 -0.3164 1.9103
0.3018 -1.4984 2.82 -0.9515 0.9459 -0.0824 2.2484
0.4134 -1.6521 2.83 -1.064 1.3868 0.0162 2.0842
0.4509 -1.9507 2.84 -1.0205 1.7353 -0.0175 2.368
0.6371 -1.9458 2.85 -0.9734 2.4458 -0.1548 2.1153
0.7007 -2.113 2.86 -0.9625 2.5654 -0.3688 1.8859
0.7416 -2.1361 2.87 -0.8529 2.6932 -0.6269 1.4813
0.791 -2.0145 2.88 -0.9138 2.8098 -0.7608 1.1951
0.8105 -2.281 2.89 -0.7006 2.5469 -0.8267 0.9637
0.9549 -2.125 2.9 -0.6402 2.0603 -0.7603 0.8235
1.0281 -2.3269 2.91 -0.5583 1.5225 -0.5103 0.6007
1.0262 -2.1879 2.92 -0.3801 1.2646 -0.1717 0.5493
1.1318 -2.1983 2.93 -0.3162 0.8943 0.3165 0.4952
1.0656 -2.1539 2.94 -0.3069 0.6207 0.7678 0.6736
1.0856 -2.3206 2.95 -0.297 0.6125 1.2919 0.8489
1.0861 -2.3131 2.96 -0.3512 0.7193 1.8378 1.0346
1.0963 -2.2387 2.97 -0.4834 1.0201 2.2139 1.4192
1.064 -2.0055 2.98 -0.5744 1.3607 2.029 1.6324
0.8735 -1.9176 2.99 -0.8187 1.7541 2.0159 1.9739
0.8899 -1.6463 3.0 -1.045 1.9623 1.9262 2.0868
0.7712 -1.3594 3.01 -1.1624 2.1803 1.4562 2.5751
0.7305 -1.3609 3.02 -1.4338 2.548 0.9941 2.5399
0.6894 -1.0601 3.03 -1.5364 2.4463 0.6154 2.4298
0.5712 -0.911 3.04 -1.9552 2.2422 0.1642 2.3171
0.4062 -0.6816 3.05 -2.117 1.5881 -0.165 2.0644
0.312 -0.4425 3.06 -2.0238 1.3061 -0.3618 1.9216
0.1795 -0.2568 3.07 -2.3074 0.7366 -0.413 1.6459
0.0329 -0.0339 3.08 -2.1664 0.4229 -0.2981 1.3558
-0.1101 0.191 3.09 -2.277 0.154 -0.0906 1.0101
-0.2406 0.3584 3.1 -1.9177 0.0729 0.192 0.7262
-0.3785 0.5008 3.11 -1.9246 0.1598 0.4119 0.5343
-0.5204 0.6734 3.12 -1.4975 0.3621 0.624 0.476
-0.5973 0.8907 3.13 -1.3633 0.7627 0.6299 0.4516
-0.7143 0.9396 3.14 -0.94 1.0516 0.6779 0.538
-1.0024 1.1719 3.15 -0.548 1.4673 0.4654 0.6768
-0.979 1.1191 3.16 -0.1679 1.6793 0.1233 0.8446
-1.0806 1.0988 3.17 0.2086 1.5865 -0.2431 1.2074
-1.2095 1.2232 3.18 0.5064 1.5112 -0.6324 1.5343
-1.4307 1.2169 3.19 0.9193 1.3436 -0.8749 1.6705
-1.5085 1.0711 3.2 1.1398 0.889 -1.0339 1.8248
-1.6173 1.1738 3.21 1.4718 0.4173 -0.9859 2.1225
-1.5197 0.9359 3.22 1.4117 -0.0384 -0.7977 2.1008
-1.7246 0.9111 3.23 1.5392 -0.4115 -0.3993 2.1471
-1.8012 0.7361 3.24 1.7674 -0.7151 0.0534 1.7397
-1.7868 0.689 3.25 1.4809 -0.7036 0.688 1.63
-1.6627 0.4799 3.26 1.5279 -0.6947 1.1334 1.3131
-1.8192 0.303 3.27 1.2278 -0.392 1.7385 0.9642
-1.6691 0.1241 3.28 1.0498 -0.0592 2.0771 0.5687
-1.6735 -0.0782 3.29 0.6892 0.3334 2.1812 0.2756
-1.7796 -0.2978 3.3 0.3561 0.6683 2.5957 -0.0368
-1.6735 -0.4447 3.31 0.0718 0.8828 2.4948 -0.2476
-1.5392 -0.7216 3.32 -0.2174 0.788 2.1878 -0.3751
-1.4558 -0.8502 3.33 -0.5314 0.7164 1.6171 -0.4139
-1.4365 -1.1614 3.34 -0.6852 0.4342 1.4756 -0.3391
-1.4619 -1.1213 3.35 -0.9221 0.0597 1.1993 -0.1606
-1.3327 -1.4888 3.36 -1.1784 -0.4387 0.9516 0.0754
-1.2247 -1.4777 3.37 -1.2212 -0.8352 0.7722 0.3202
-1.3024 -1.5122 3.38 -1.1519 -1.127 0.8419 0.5871
-1.1205 -1.7481 3.39 -1.2283 -1.3395 1.0024 0.8046
-1.0811 -1.6317 3.4 -1.1078 -1.5002 1.2451 0.9311
-0.9542 -1.9016 3.41 -1.0066 -1.4471 1.64 1.0473
-0.8239 -1.7972 3.42 -0.8801 -1.164 1.8491 1.0142
-0.7883 -2.0741 3.43 -0.6784 -0.7446 1.7277 0.9751
-0.6704 -1.8601 3.44 -0.5692 -0.3206 1.8041 0.8816
-0.687 -1.8223 3.45 -0.3219 0.0133 1.7476 0.5182
-0.6467 -1.6621 3.46 -0.1666 0.2373 1.3796 0.2312
-0.5295 -1.679 3.47 -0.0418 0.3157 0.8562 -0.1459
-0.5685 -1.5184 3.48 0.0765 0.1735 0.3812 -0.5481
-0.4758 -1.6053 3.49 0.1611 -0.0932 -0.12 -0.8999
-0.488 -1.4663 3.5 0.1949 -0.4627 -0.5404 -1.2003
-0.4928 -1.2148 3.51 0.2069 -0.9235 -0.8154 -1.2801
-0.47 -1.139 3.52 0.1698 -1.2552 -1.0958 -1.3722
-0.5349 -0.9263 3.53 0.1099 -1.7369 -0.8784 -1.4853
-0.5183 -0.8324 3.54 0.0371 -1.6472 -0.6772 -1.3048
-0.5773 -0.633 3.55 -0.0535 -1.8135 -0.3389 -1.0261
-0.7016 -0.5959 3.56 -0.1371 -1.683 0.1541 -0.8417
-0.7339 -0.4037 3.57 -0.2054 -1.2834 0.7195 -0.5576
-0.7394 -0.3364 3.58 -0.2723 -0.9252 1.1484 -0.3188
-0.9141 -0.1895 3.59 -0.3118 -0.4765 1.5267 -0.0743
-0.944 -0.1073 3.6 -0.294 -0.1324 1.6707 0.1167
-1.0022 -0.0337 3.61 -0.2817 0.1138 1.6481 0.2333
-1.0551 0.0378 3.62 -0.1527 0.2081 1.7872 0.2172
-1.3592 0.0964 3.63 -0.014 0.1081 1.5288 0.1455
-1.5172 0.1346 3.64 0.1774 -0.1321 1.2681 -0.039
-1.4514 0.1461 3.65 0.4043 -0.5375 1.174 -0.3123
-1.6368 0.1738 3.66 0.668 -0.951 0.8446 -0.6219
-1.7995 0.1744 3.67 0.9771 -1.2199 0.7577 -0.9389
-1.7692 0.14 3.68 1.1613 -1.661 0.9254 -1.2906
-1.8181 0.116 3.69 1.3822 -1.6515 1.1282 -1.4869
-2.1434 0.095 3.7 1.6997 -1.7733 1.4899 -1.8475
-2.4169 0.0663 3.71 1.8983 -1.3928 1.5828 -2.0628
-2.3421 0.019 3.72 1.9903 -1.0401 2.2605 -2.0534
-2.4261 -0.0213 3.73 2.067 -0.5568 2.2 -1.783
-2.4406 -0.0603 3.74 2.2274 -0.1755 2.6833 -1.7136
-2.6141 -0.101 3.75 2.2139 0.2212 2.6574 -1.5232
-2.4564 -0.1387 3.76 2.0085 0.4444 2.4332 -1.2545
-2.9848 -0.1453 3.77 2.2338 0.5848 2.1252 -0.8409
-3.0089 -0.179 3.78 1.901 0.4543 1.5759 -0.6098
-2.9582 -0.1838 3.79 1.5631 0.2657 1.1404 -0.3205
-3.0672 -0.156 3.8 1.2585 -0.078 0.5286 -0.0953
-2.9228 -0.1569 3.81 0.8866 -0.5056 0.0019 0.036
-2.9253 -0.1034 3.82 0.5478 -0.7701 -0.4383 0.0728
-2.7749 -0.0615 3.83 0.1558 -1.0251 -0.7402 0.0177
-2.7523 0.0051 3.84 -0.1842 -1.2429 -0.7159 -0.1252
-2.7027 0.083 3.85 -0.4548 -1.0726 -0.6468 -0.3827
-2.5077 0.1697 3.86 -0.7011 -0.907 -0.4453 -0.5693
-2.7622 0.3191 3.87 -0.9112 -0.4518 -0.1786 -1.0015
-2.6148 0.4138 3.88 -1.1656 -0.0182 0.1928 -1.1362
-2.4523 0.5957 3.89 -1.1105 0.4258 0.5245 -1.5187
-2.5166 0.7204 3.9 -1.2488 0.8828 0.7303 -1.657
-2.2696 0.8397 3.91 -1.0429 0.9822 0.7716 -1.6376
