#y6 y5 y4 y2 time y3 y1
2.7421 0.9363 -0.3137 0.5568 1.55 0.7271 1.502
2.7086 1.0352 0.4794 -0.1697 1.56 0.6408 1.5619
2.943 1.2791 0.9586 -0.823 1.57 0.5259 1.9005
2.4664 1.4107 1.0436 -1.0363 1.58 0.3647 1.9514
2.3263 1.6573 0.4612 -0.6612 1.59 0.2606 1.9523
2.6428 1.7884 -0.3254 0.0053 1.6 0.198 1.8209
2.1036 1.6596 -0.8548 0.6226 1.61 0.1122 1.803
1.9832 1.9166 -0.6489 0.8517 1.62 0.0237 1.6702
2.0871 2.0814 0.0301 0.6239 1.63 -0.0427 1.5491
1.998 1.9169 0.8603 0.0381 1.64 -0.106 1.5395
1.7211 1.986 1.3892 -0.7023 1.65 -0.1427 1.344
1.8123 1.8861 0.9941 -1.0067 1.66 -0.1933 1.385
1.4222 1.8341 0.4218 -0.9164 1.67 -0.221 1.0674
1.4044 1.8919 -0.2967 -0.3416 1.68 -0.2495 1.0081
1.3906 1.7701 -0.6486 0.3754 1.69 -0.2475 0.7261
1.2181 1.52 -0.3284 0.7953 1.7 -0.2535 0.6093
1.0272 1.338 0.3884 0.826 1.71 -0.2219 0.3134
1.0426 1.1513 1.1476 0.321 1.72 -0.2387 0.128
0.8966 0.7612 1.6327 -0.4156 1.73 -0.1899 -0.0923
0.9225 0.551 1.137 -0.9261 1.74 -0.1625 -0.3204
0.8692 0.3165 0.5185 -1.0317 1.75 -0.1032 -0.5319
0.8629 0.0392 -0.17 -0.6501 1.76 -0.0488 -0.7114
0.7426 -0.2064 -0.3351 0.0312 1.77 0.0184 -0.7996
0.8284 -0.3888 0.0513 0.6574 1.78 0.0793 -1.0299
0.8257 -0.6231 0.9081 0.8824 1.79 0.1601 -1.0541
0.8519 -0.7123 1.4453 0.5693 1.8 0.2556 -1.2679
0.8922 -0.8152 1.6992 -0.1307 1.81 0.3045 -1.5184
0.8775 -1.0304 1.3406 -0.7772 1.82 0.4162 -1.4164
0.9743 -1.0821 0.5977 -1.0714 1.83 0.5216 -1.5166
1.2212 -0.9309 -0.0272 -0.8126 1.84 0.6292 -1.6195
1.293 -0.8897 -0.0756 -0.2519 1.85 0.6064 -1.5168
1.1894 -0.97 0.4902 0.4471 1.86 0.7677 -1.6169
1.3726 -0.753 1.4186 0.9541 1.87 0.8652 -1.4089
1.4523 -0.6996 1.8168 0.78 1.88 0.9669 -1.4369
1.4966 -0.5459 2.0209 0.2362 1.89 1.034 -1.4605
1.6172 -0.3548 1.427 -0.4836 1.9 1.0221 -1.1908
1.7861 -0.1906 0.6705 -0.9115 1.91 1.0118 -1.2138
1.9317 -0.0145 0.1731 -1.0335 1.92 1.0398 -0.8945
1.6895 0.1373 0.2626 -0.5022 1.93 1.1757 -0.8779
1.7217 0.2648 0.9499 0.2346 1.94 1.1711 -0.7141
1.9216 0.3729 1.8272 0.8923 1.95 1.3373 -0.5402
1.9217 0.4092 2.2635 0.9125 1.96 1.2443 -0.3324
1.8866 0.4672 1.9854 0.5235 1.97 1.1695 -0.1903
2.0694 0.4877 1.4915 -0.1411 1.98 1.159 -0.0014
1.7285 0.518 0.6849 -0.7501 1.99 1.3681 0.1536
1.7825 0.4284 0.3871 -0.9488 2.0 1.1033 0.3378
1.6968 0.3401 0.6423 -0.7211 2.01 1.2895 0.5315
1.6545 0.1987 1.2878 0.0245 2.02 1.2184 0.5846
1.5616 0.0542 2.0301 0.6835 2.03 1.1547 0.8005
1.2843 -0.1167 2.5845 1.1673 2.04 0.9776 0.9356
1.3304 -0.3031 2.1648 0.8744 2.05 0.9206 0.9985
1.0636 -0.5037 1.3958 0.2953 2.06 0.9203 1.1693
0.9264 -0.6848 0.8544 -0.4101 2.07 0.7053 1.2538
0.7809 -0.8087 0.5427 -0.7919 2.08 0.7126 1.1322
0.663 -0.9539 0.901 -0.7081 2.09 0.586 1.2369
0.4663 -1.0281 1.7393 -0.1816 2.1 0.4738 1.2938
0.2825 -1.2377 2.4095 0.5945 2.11 0.3673 1.2575
0.1012 -1.3125 2.8316 1.1668 2.12 0.2237 1.2642
-0.0585 -1.288 2.3443 1.2284 2.13 0.1278 1.0703
-0.2187 -1.1861 1.6128 0.7467 2.14 0.0169 1.0828
-0.3518 -1.2968 0.8769 -0.0016 2.15 -0.0868 1.1224
-0.523 -1.1008 0.7164 -0.6259 2.16 -0.2205 1.0512
-0.6017 -0.983 1.2831 -0.637 2.17 -0.3183 0.9069
-0.7218 -0.8418 2.1594 -0.3202 2.18 -0.4126 0.8285
-0.8692 -0.6432 2.5723 0.4221 2.19 -0.4814 0.7262
-0.9694 -0.4676 2.8798 0.9966 2.2 -0.6186 0.5021
-0.8736 -0.189 2.1372 1.3346 2.21 -0.6407 0.4094
-0.8936 0.0397 1.3919 1.065 2.22 -0.7806 0.2559
-1.0526 0.2516 0.8885 0.4258 2.23 -0.8488 0.1436
-0.8822 0.4867 0.9684 -0.216 2.24 -0.8729 0.0198
-1.033 0.7447 1.5134 -0.5711 2.25 -0.9855 -0.0998
-0.9746 0.8785 2.4263 -0.3677 2.26 -0.9149 -0.2485
-0.8622 1.0041 3.0005 0.2548 2.27 -0.9287 -0.3712
-0.7228 1.3127 2.9172 0.9962 2.28 -0.9895 -0.4796
-0.6599 1.4016 2.3073 1.5111 2.29 -1.1023 -0.59
-0.5627 1.2788 1.4954 1.5279 2.3 -1.0637 -0.6712
-0.4542 1.4759 1.0199 0.8142 2.31 -1.0703 -0.7183
-0.2839 1.3534 1.136 0.1559 2.32 -0.9662 -0.8226
-0.165 1.3801 1.7228 -0.3525 2.33 -1.0155 -0.8333
-0.0093 1.0858 2.7276 -0.3732 2.34 -0.867 -0.9209
0.1326 0.9434 3.1436 0.0717 2.35 -0.8843 -0.9189
0.2551 0.8126 2.4886 0.791 2.36 -0.8327 -1.0199
0.4003 0.8061 2.0944 1.5464 2.37 -0.7587 -1.0412
0.5749 0.5595 1.3259 1.6552 2.38 -0.6533 -1.0081
0.701 0.4038 0.9402 1.2121 2.39 -0.5016 -0.8969
0.7957 0.2697 1.2663 0.5794 2.4 -0.4694 -0.8809
0.8532 0.1121 1.8787 -0.0545 2.41 -0.3832 -0.8884
0.9792 -0.0167 2.5306 -0.3004 2.42 -0.2433 -0.8734
1.0353 -0.1056 3.1175 -0.0515 2.43 -0.1483 -0.7832
1.1269 -0.1812 2.7321 0.5784 2.44 -0.0547 -0.7495
1.337 -0.2045 1.7953 1.318 2.45 0.0468 -0.5675
1.1646 -0.2063 1.0051 1.8542 2.46 0.1645 -0.5845
1.3185 -0.1385 0.8054 1.709 2.47 0.2473 -0.4344
1.3193 -0.0709 1.222 1.0779 2.48 0.3275 -0.3307
1.2888 0.0463 1.9874 0.2993 2.49 0.4233 -0.2461
1.3535 0.183 2.5728 -0.1718 2.5 0.5743 -0.173
1.3173 0.3592 2.8487 -0.1258 2.51 0.5846 -0.0605
1.1845 0.5695 2.1883 0.3925 2.52 0.6671 0.0433
1.1888 0.7462 1.3204 1.1993 2.53 0.7727 0.1288
0.9339 0.9 0.8366 1.853 2.54 0.8506 0.2356
0.9986 1.1776 0.7573 1.8537 2.55 0.9347 0.3574
0.8911 1.2231 1.1427 1.3507 2.56 0.9858 0.4418
0.7184 1.3788 1.7906 0.672 2.57 1.0001 0.4851
0.6971 1.5364 2.5704 0.0228 2.58 1.0635 0.5405
0.5333 1.4971 2.6845 -0.1749 2.59 0.908 0.6375
0.5161 1.7649 1.8367 0.1772 2.6 1.0806 0.6888
0.4472 1.6155 1.0086 0.811 2.61 1.0665 0.8115
0.3598 1.4682 0.4821 1.419 2.62 1.0536 0.747
0.2737 1.5688 0.5921 1.9903 2.63 0.9512 0.8352
0.2304 1.2999 1.2284 1.5998 2.64 0.964 0.9118
0.1901 1.2937 1.8321 0.9964 2.65 0.8383 0.8944
0.1804 1.056 2.2907 0.2871 2.66 0.8321 0.7822
0.1886 0.9078 2.272 -0.1261 2.67 0.7231 0.8946
0.1912 0.5825 1.4724 -0.0196 2.68 0.6969 0.8114
0.212 0.3259 0.6339 0.5581 2.69 0.5476 0.7622
0.2582 0.1093 0.1878 1.2448 2.7 0.4815 0.7621
0.3296 -0.1301 0.3786 1.7184 2.71 0.4262 0.7685
0.4013 -0.3556 0.9628 1.6747 2.72 0.3049 0.7043
0.4771 -0.6185 1.7973 1.1748 2.73 0.2413 0.6052
0.5695 -0.83 1.8541 0.5476 2.74 0.1292 0.563
0.8007 -1.0322 1.8525 -0.0587 2.75 0.0441 0.4109
0.8461 -1.1757 1.0125 -0.1605 2.76 -0.0507 0.3336
0.9415 -1.1055 0.1713 0.2421 2.77 -0.1445 0.2788
1.0562 -1.3517 -0.1096 0.9301 2.78 -0.2135 0.1915
1.4269 -1.2777 0.2119 1.5587 2.79 -0.3342 0.0863
1.6093 -1.3311 0.9724 1.8499 2.8 -0.3982 -0.0095
1.524 -1.255 1.5028 1.4516 2.81 -0.4413 -0.1096
1.7957 -1.0326 1.8281 0.7122 2.82 -0.5588 -0.2272
2.0103 -1.0876 1.2219 0.0465 2.83 -0.593 -0.303
2.0732 -0.8905 0.4548 -0.2689 2.84 -0.6375 -0.435
2.1516 -0.7566 -0.2323 -0.0873 2.85 -0.6111 -0.4518
2.137 -0.6548 -0.3623 0.504 2.86 -0.6381 -0.5395
2.5899 -0.4563 0.0475 1.3273 2.87 -0.7749 -0.6612
2.7608 -0.4045 0.7499 1.548 2.88 -0.6682 -0.6918
2.6438 -0.3199 1.3672 1.3921 2.89 -0.7875 -0.7472
2.8136 -0.2454 1.4347 0.9152 2.9 -0.7507 -0.8276
2.4989 -0.1849 0.8185 0.1952 2.91 -0.7342 -0.8191
2.5285 -0.1681 -0.0516 -0.3657 2.92 -0.6304 -0.9667
2.5319 -0.2379 -0.6521 -0.3763 2.93 -0.6533 -1.006
2.8537 -0.273 -0.7004 0.0811 2.94 -0.634 -0.8767
2.5689 -0.4077 -0.0862 0.7267 2.95 -0.48 -0.9101
2.5384 -0.5031 0.6624 1.2501 2.96 -0.4235 -1.0409
2.6747 -0.7458 1.0494 1.4282 2.97 -0.3863 -0.8561
2.2796 -0.9883 0.9932 1.0751 2.98 -0.2875 -0.818
2.4557 -1.1905 0.2755 0.3221 2.99 -0.1731 -0.8772
2.0761 -1.3204 -0.4726 -0.3864 3.0 -0.0915 -0.7514
2.2241 -1.6797 -0.9112 -0.5802 3.01 0.0202 -0.7241
1.8385 -1.8619 -0.7649 -0.3827 3.02 0.1323 -0.6087
1.804 -2.043 -0.21 0.3038 3.03 0.2358 -0.4616
1.4435 -2.0233 0.5528 0.9478 3.04 0.3313 -0.4318
1.4611 -2.2071 0.8387 1.3019 3.05 0.4327 -0.2805
1.2706 -2.7074 0.6138 0.9943 3.06 0.5487 -0.1639
1.0042 -2.6155 -0.1383 0.3742 3.07 0.6831 -0.0315
0.9008 -2.6761 -0.8309 -0.3674 3.08 0.8011 0.0893
0.7055 -3.0436 -1.2988 -0.7324 3.09 0.9233 0.2363
0.5979 -2.7192 -1.0129 -0.8387 3.1 1.0239 0.3616
0.5372 -2.545 -0.2608 -0.2336 3.11 1.1602 0.5041
0.3988 -2.4289 0.4231 0.457 3.12 1.2068 0.5583
0.3114 -2.7333 0.6512 0.9306 3.13 1.2159 0.7279
0.196 -2.1354 0.2467 0.9747 3.14 1.4411 0.8423
0.1342 -2.3342 -0.5885 0.4432 3.15 1.4327 0.9868
0.062 -1.8487 -1.2423 -0.3215 3.16 1.3786 1.0623
0.0272 -1.8002 -1.513 -0.8465 3.17 1.5824 1.1243
0.0044 -1.5258 -1.1115 -1.0147 3.18 1.491 1.063
-0.0011 -1.4633 -0.2852 -0.8172 3.19 1.5125 1.1882
0.0082 -1.1941 0.3216 -0.1186 3.2 1.709 1.1572
0.0326 -1.0679 0.4402 0.4745 3.21 1.5378 1.31
0.0725 -0.8558 -0.0672 0.7064 3.22 1.7148 1.2086
0.1166 -0.7726 -0.8576 0.4192 3.23 1.6421 1.2737
0.1962 -0.7066 -1.5698 -0.287 3.24 1.6607 1.1617
0.2342 -0.5432 -1.6357 -0.9972 3.25 1.7188 1.1505
0.3264 -0.5492 -0.9425 -1.4462 3.26 1.4997 0.9213
0.3812 -0.6222 -0.2173 -1.3613 3.27 1.4825 0.9419
0.495 -0.7012 0.3288 -0.7482 3.28 1.4656 0.7122
0.612 -0.7546 0.2409 -0.0177 3.29 1.2691 0.6245
0.6683 -0.8909 -0.3081 0.4339 3.3 1.1941 0.5589
0.6693 -1.045 -1.074 0.3032 3.31 1.1519 0.3655
0.7574 -1.1021 -1.7449 -0.2621 3.32 1.1241 0.2171
0.8103 -1.2433 -1.6045 -0.9132 3.33 1.0763 0.0598
0.933 -1.4216 -0.8811 -1.577 3.34 0.8895 -0.1124
0.8283 -1.665 -0.1136 -1.6291 3.35 0.9184 -0.2493
0.8787 -1.8124 0.3053 -1.255 3.36 0.7291 -0.4713
0.8677 -1.8533 0.1452 -0.5538 3.37 0.7533 -0.5985
0.8893 -1.8003 -0.5538 -0.0159 3.38 0.5723 -0.7292
0.8914 -2.0701 -1.3517 0.1222 3.39 0.5603 -0.8959
0.8833 -1.727 -1.5782 -0.2555 3.4 0.4385 -0.9456
0.8133 -1.9935 -1.4697 -0.9943 3.41 0.3321 -1.0935
0.6432 -1.7335 -0.7012 -1.5201 3.42 0.2673 -1.1666
0.5817 -1.8044 0.0542 -1.8541 3.43 0.227 -1.2875
0.44 -1.5468 0.3642 -1.784 3.44 0.1521 -1.3626
0.3614 -1.4138 0.045 -1.2084 3.45 0.1058 -1.5045
0.1884 -1.0762 -0.6463 -0.502 3.46 0.0606 -1.473
0.0493 -0.8779 -1.385 -0.1594 3.47 0.0347 -1.3946
-0.1037 -0.6498 -1.512 -0.2972 3.48 0.0081 -1.5171
-0.2385 -0.3757 -1.2584 -0.966 3.49 -0.0075 -1.2915
-0.454 -0.1331 -0.4408 -1.5568 3.5 -0.012 -1.3559
-0.6303 0.0982 0.2216 -2.2002 3.51 -0.0056 -1.3418
-0.6942 0.3287 0.418 -2.1108 3.52 0.0105 -1.1732
-0.8435 0.5223 -0.0099 -1.8725 3.53 0.0338 -0.9769
-0.952 0.6257 -0.8159 -1.0506 3.54 0.0756 -0.8593
-1.2262 0.7987 -1.3199 -0.5254 3.55 0.108 -0.6598
-1.4276 0.7506 -1.5224 -0.4343 3.56 0.1582 -0.5461
-1.438 0.8736 -0.9471 -0.9536 3.57 0.2523 -0.336
-1.4904 0.7937 -0.129 -1.5229 3.58 0.3331 -0.1566
-1.5566 0.8323 0.4321 -2.2507 3.59 0.4105 0.0549
-1.6884 0.7193 0.4777 -2.5615 3.6 0.4879 0.2693
-1.5951 0.5626 -0.0322 -2.1662 3.61 0.5915 0.4368
-1.8924 0.4346 -0.783 -1.631 3.62 0.6299 0.6905
-1.8725 0.2344 -1.3939 -0.8806 3.63 0.7149 0.82
-1.6014 0.0814 -1.1581 -0.6281 3.64 0.7973 1.0567
-1.6758 -0.1124 -0.6228 -0.8521 3.65 0.8883 1.3046
-1.6352 -0.3251 0.1901 -1.6063 3.66 1.1338 1.4117
-1.3989 -0.5073 0.6601 -2.4606 3.67 1.0657 1.4291
-1.3423 -0.6098 0.6219 -2.4717 3.68 1.3272 1.5924
-1.4403 -0.7442 -0.031 -2.8098 3.69 1.4138 1.6129
-1.1103 -0.8279 -0.7564 -2.0474 3.7 1.5445 1.618
-1.1094 -1.0163 -1.2055 -1.2215 3.71 1.5818 1.8049
-0.9893 -0.9947 -0.9801 -0.8472 3.72 1.6359 1.842
-0.7885 -1.0256 -0.2191 -0.8314 3.73 1.8966 1.7337
-0.6531 -0.9844 0.5274 -1.3705 3.74 1.8546 1.8036
-0.4543 -1.0236 0.9776 -1.9578 3.75 1.8474 1.5605
-0.3499 -0.8622 0.682 -2.8694 3.76 1.8135 1.4228
-0.1626 -0.6954 -0.0157 -3.0289 3.77 1.8126 1.3455
-0.011 -0.6422 -0.6853 -2.6523 3.78 1.8072 1.2374
0.1408 -0.4636 -0.8839 -1.8424 3.79 1.9054 0.9795
0.282 -0.2867 -0.6629 -1.114 3.8 2.1582 0.7438
0.4183 -0.1038 0.1329 -0.8954 3.81 2.2053 0.5668
0.4689 0.0572 0.7847 -1.1882 3.82 2.0731 0.3813
0.6071 0.2105 1.0935 -1.9305 3.83 2.2033 0.1725
0.6259 0.3109 0.7328 -2.5572 3.84 2.1695 -0.0776
0.7279 0.4179 -0.0009 -3.1416 3.85 1.7816 -0.2966
0.8203 0.4834 -0.6757 -3.0415 3.86 1.8866 -0.5379
0.7856 0.4415 -0.8092 -2.1002 3.87 1.9327 -0.8118
0.8468 0.4471 -0.2968 -1.5871 3.88 1.7526 -1.0608
0.8968 0.3977 0.5426 -1.0248 3.89 1.6075 -1.162
0.7722 0.3028 1.1509 -1.0383 3.9 1.4872 -1.3125
0.7468 0.1875 1.1641 -1.5716 3.91 1.4176 -1.4468
0.8135 0.0046 0.6972 -2.3261 3.92 1.4392 -1.8334
0.6491 -0.1935 0.001 -2.6559 3.93 1.316 -1.6489
0.6599 -0.4041 -0.5992 -3.2044 3.94 1.3145 -1.7575
