#time y1 y2 y3
0.89 1.5028 0.5708 1.0541
0.9 2.1232 -0.9209 2.2274
0.91 2.1598 -0.9659 2.4089
0.92 2.7724 0.6338 0.9977
0.93 2.3373 0.226 2.9809
0.94 2.2144 -1.033 1.7523
0.95 2.1221 -0.0221 1.3834
0.96 1.6951 1.0529 2.7151
0.97 1.2108 -0.1061 0.9834
0.98 0.8114 -0.5171 1.9288
0.99 0.5938 1.217 2.6889
1.0 0.4985 1.2492 0.7996
1.01 0.5573 -0.1263 2.256
1.02 0.8202 0.5183 1.9021
1.03 1.1195 2.0904 0.883
1.04 1.4739 1.1191 2.6994
1.05 1.7457 0.235 1.2847
1.06 2.2456 1.6775 1.383
1.07 2.29 2.1158 2.5085
1.08 2.1941 0.8965 0.8112
1.09 2.2513 1.0042 2.1317
1.1 2.0415 2.7561 2.1182
1.11 1.3397 1.8554 0.6023
1.12 0.9418 0.7806 2.2214
1.13 0.6169 1.7399 1.3861
1.14 0.3925 2.4964 0.9738
1.15 0.268 1.2436 2.7415
1.16 0.3871 0.89 0.6781
1.17 0.643 2.5735 1.5234
1.18 0.9694 2.2535 2.0492
1.19 1.4775 0.6441 0.3901
1.2 1.9063 1.2479 2.0665
1.21 2.0003 2.304 1.564
1.22 2.2837 1.1804 0.4927
1.23 2.2017 0.1723 2.0249
1.24 1.9856 1.4674 0.883
1.25 1.6174 1.6376 0.89
1.26 1.1382 -0.0034 2.0052
1.27 0.7281 0.1547 0.2384
1.28 0.2991 1.4952 1.3382
1.29 0.0709 0.5372 1.5529
1.3 0.0146 -0.7284 0.066
1.31 0.1365 0.4118 1.7833
1.32 0.4024 1.0855 0.8249
1.33 0.6862 -0.5176 0.2576
1.34 1.0888 -0.7827 2.093
1.35 1.6409 0.746 0.2393
1.36 1.8731 0.298 0.7073
1.37 1.7406 -1.0573 1.639
1.38 1.7454 -0.2025 -0.2032
1.39 1.5602 0.9374 1.1335
1.4 1.1073 -0.4086 0.9502
1.41 0.7266 -0.9125 -0.2633
1.42 0.2804 0.6278 1.3917
1.43 -0.0431 0.6982 0.2524
1.44 -0.2328 -0.6572 0.0628
1.45 -0.2763 -0.158 1.4309
1.46 -0.151 1.2736 -0.3349
1.47 0.1435 0.4355 0.5869
1.48 0.5507 -0.4777 0.9197
1.49 0.8815 1.0796 -0.6079
1.5 1.2211 1.7002 1.0295
1.51 1.5927 0.2543 0.3015
1.52 1.579 0.433 -0.5272
1.53 1.3769 2.1695 1.2072
1.54 1.2115 1.6536 -0.3856
1.55 0.8027 0.4165 -0.1195
1.56 0.3849 1.4437 0.9235
1.57 -0.0557 2.5428 -0.828
1.58 -0.4188 1.3022 0.3743
1.59 -0.5816 1.0243 0.3446
1.6 -0.5136 2.3432 -0.9386
1.61 -0.4168 2.3547 0.7297
1.62 -0.0759 0.9327 -0.3701
1.63 0.323 1.6252 -0.7409
1.64 0.6433 3.1514 0.8149
1.65 0.9609 1.9265 -1.15
1.66 1.2214 0.96 -0.2837
1.67 1.3047 2.1014 0.3668
1.68 1.1339 2.6974 -1.3564
1.69 0.8259 1.0651 0.2102
1.7 0.4562 1.0373 -0.3586
1.71 0.0258 2.3226 -1.383
1.72 -0.3402 1.5081 0.3859
1.73 -0.6523 0.312 -1.0045
1.74 -0.8638 1.4058 -0.9525
1.75 -0.734 1.8768 0.2734
1.76 -0.5834 0.4567 -1.6199
1.77 -0.2568 0.0973 -0.4239
1.78 0.1398 1.4511 -0.271
1.79 0.5127 1.0496 -1.6375
1.8 0.949 -0.483 -0.0373
1.81 1.0234 0.2828 -0.9828
1.82 1.0113 1.1939 -1.5369
1.83 0.8931 -0.0277 0.041
1.84 0.6665 -0.7268 -1.5697
1.85 0.1937 0.6259 -0.9906
1.86 -0.2128 0.7023 -0.2704
1.87 -0.5712 -0.8368 -2.2219
1.88 -0.8952 -0.388 -0.6368
1.89 -0.9706 0.9179 -0.8604
1.9 -0.9126 0.0663 -2.0738
1.91 -0.7219 -0.9177 -0.3111
1.92 -0.3168 0.3514 -1.6474
1.93 0.0988 0.9221 -1.5719
1.94 0.5174 -0.4083 -0.3298
1.95 0.8453 -0.3336 -1.9863
1.96 1.0487 1.3115 -1.2489
1.97 0.9752 0.8064 -0.8103
1.98 0.7996 -0.3438 -2.4509
1.99 0.485 0.7195 -0.6785
2.0 0.0422 1.9864 -1.3716
2.01 -0.4097 0.6735 -2.4143
2.02 -0.7863 0.2497 -0.5727
2.03 -0.9821 1.8735 -2.2018
2.04 -0.9928 2.1532 -1.8671
2.05 -0.9101 0.5477 -0.7105
2.06 -0.7286 1.1671 -2.4638
2.07 -0.2938 2.7564 -1.175
2.08 0.1365 1.6329 -1.2375
2.09 0.4884 0.8878 -2.8553
2.1 0.8503 2.2608 -0.8728
2.11 1.0038 2.8686 -2.0253
2.12 0.8427 1.3644 -2.237
2.13 0.7984 1.5591 -0.8217
2.14 0.3864 2.9466 -2.5742
2.15 -0.0111 2.1824 -1.8145
2.16 -0.4409 0.9467 -1.0833
2.17 -0.8266 2.0263 -3.1052
2.18 -0.9512 2.8107 -1.2808
2.19 -1.0105 1.3885 -1.697
2.2 -0.7664 0.9332 -2.74
2.21 -0.5315 2.3368 -0.9375
2.22 -0.1697 1.9767 -2.4525
2.23 0.2945 0.4891 -2.2135
2.24 0.6922 1.0066 -1.0406
2.25 0.9215 1.9514 -3.0475
2.26 1.067 0.8908 -1.48
2.27 0.9274 -0.0231 -1.6043
2.28 0.7659 1.2192 -3.0514
2.29 0.4552 1.2781 -1.1843
2.3 0.0317 -0.2315 -2.1201
2.31 -0.3412 -0.0146 -2.6158
2.32 -0.7257 1.3342 -0.9757
2.33 -0.8873 0.3655 -2.7319
2.34 -0.89 -0.774 -1.9845
2.35 -0.6522 0.3456 -1.3481
2.36 -0.3635 0.959 -2.8796
2.37 0.0762 -0.54 -1.3959
2.38 0.5137 -0.6781 -1.8902
2.39 0.8796 0.8021 -2.8896
2.4 1.1946 0.3613 -1.1026
2.41 1.1297 -0.9071 -2.3965
2.42 1.1353 0.0066 -2.2139
2.43 0.9423 1.1659 -1.1303
2.44 0.5365 -0.1444 -2.6237
2.45 0.166 -0.6322 -1.7278
2.46 -0.2217 0.8873 -1.2772
2.47 -0.4894 1.1729 -2.6595
2.48 -0.7124 -0.3125 -1.1435
2.49 -0.5728 0.3326 -1.8297
2.5 -0.3986 1.6367 -2.8768
2.51 -0.0555 0.8453 -0.9275
2.52 0.3688 0.0389 -2.3426
2.53 0.8031 1.5171 -1.9922
2.54 1.12 1.8965 -1.1168
2.55 1.4255 0.7095 -2.5945
2.56 1.4138 0.9563 -1.3254
2.57 1.3925 2.5881 -1.5182
2.58 1.0245 1.8939 -2.5388
2.59 0.7543 0.7797 -0.8639
2.6 0.3098 1.9657 -2.2008
2.61 -0.0472 3.0984 -2.0385
2.62 -0.3325 1.4263 -0.8315
2.63 -0.4408 1.1343 -2.7121
2.64 -0.3595 2.8542 -1.6702
2.65 -0.102 2.2285 -1.1251
2.66 0.2308 0.881 -2.8334
2.67 0.6993 1.7083 -0.9753
2.68 1.0534 2.7685 -1.7234
2.69 1.3581 1.4879 -2.2716
2.7 1.5522 0.6864 -0.5615
2.71 1.6938 1.862 -2.1761
2.72 1.5656 2.0171 -1.6071
2.73 1.3634 0.5692 -0.6502
2.74 0.8556 0.7766 -2.3807
2.75 0.4647 1.8565 -1.0329
2.76 0.1528 1.1692 -0.9296
2.77 -0.1017 -0.1821 -2.2522
2.78 -0.1941 0.9021 -0.4627
2.79 -0.0844 1.4061 -1.5845
2.8 0.1936 -0.0883 -2.0197
2.81 0.6001 -0.3462 -0.2726
2.82 0.9172 0.9594 -1.8652
2.83 1.2883 0.6135 -1.1737
2.84 1.5568 -0.9437 -0.4155
2.85 1.8367 -0.0976 -2.1595
2.86 1.8186 0.9417 -0.4551
2.87 1.654 -0.3894 -0.8823
2.88 1.3215 -0.9794 -1.8089
2.89 0.988 0.474 -0.0334
2.9 0.6615 0.4872 -1.5735
2.91 0.3044 -1.0316 -1.1917
2.92 0.0807 -0.5359 0.0242
2.93 0.0217 0.9214 -1.6391
2.94 0.1352 0.017 -0.5467
2.95 0.4514 -0.9068 -0.2726
2.96 0.8351 0.442 -1.7339
2.97 1.3416 1.0079 0.0944
2.98 1.4788 -0.2675 -0.7381
2.99 2.1224 -0.1904 -1.2632
3.0 2.2826 1.3687 0.4261
3.01 2.2287 0.9218 -1.374
3.02 1.8552 -0.1823 -0.6534
3.03 1.6359 0.8804 0.302
3.04 1.1127 1.9373 -1.582
3.05 0.7759 0.8319 0.1297
3.06 0.4137 0.4554 -0.1058
3.07 0.1966 2.0731 -1.1453
3.08 0.1599 2.0387 0.6535
3.09 0.3057 0.5737 -0.6333
3.1 0.5893 1.3268 -0.6682
3.11 0.9455 2.6474 0.7817
3.12 1.4244 1.5521 -0.9647
3.13 1.7458 0.8008 0.0955
3.14 1.8907 1.9525 0.5125
3.15 1.9693 2.6974 -1.0554
3.16 2.2615 1.0121 0.7163
3.17 1.7357 1.0576 0.0531
3.18 1.3554 2.6123 -0.6181
3.19 0.9921 1.7848 1.1654
3.2 0.6172 0.4069 -0.4664
3.21 0.3319 1.5926 0.0292
3.22 0.1851 2.2406 1.1908
3.23 0.1579 0.6519 -0.6227
3.24 0.3482 0.2703 0.7672
3.25 0.6955 1.5117 0.6714
3.26 1.1318 1.2599 -0.4988
3.27 1.3135 -0.3097 1.2162
3.28 1.6432 0.3376 0.2081
3.29 2.173 1.3506 -0.0086
3.3 2.2007 0.0328 1.5146
3.31 1.865 -0.857 -0.1985
3.32 1.6598 0.641 0.7738
3.33 1.4511 0.6077 1.4893
3.34 0.8677 -0.9172 -0.3155
3.35 0.5201 -0.7215 1.2827
3.36 0.2342 0.61 0.8595
3.37 0.069 -0.2999 0.0126
3.38 0.0743 -1.4097 1.8143
3.39 0.2426 -0.1237 0.4056
3.4 0.5879 0.4901 0.637
3.41 0.9402 -1.0174 2.028
3.42 1.3722 -1.1294 0.0685
3.43 1.5465 0.5425 1.4357
3.44 1.7595 0.065 1.4558
3.45 1.7881 -1.097 0.1317
3.46 1.8859 -0.1441 1.9332
3.47 1.6026 0.9802 0.9166
3.48 1.1298 -0.3149 0.5719
3.49 0.6463 -0.6451 2.0644
3.5 0.2607 0.8468 0.5086
3.51 -0.0353 0.9939 1.3021
3.52 -0.1767 -0.3639 2.1491
3.53 -0.1418 0.2947 0.3723
3.54 0.0704 1.8816 1.9587
3.55 0.3881 0.7811 1.6986
3.56 0.7269 -0.0204 0.5521
3.57 1.0802 1.4144 2.6045
3.58 1.561 1.7708 1.1272
3.59 1.6288 0.5453 1.1775
3.6 1.7984 0.7795 2.4364
3.61 1.5056 2.2307 0.7182
3.62 1.0375 1.675 1.9836
3.63 0.7083 0.3895 2.0391
3.64 0.2492 1.5269 0.5822
3.65 -0.1268 2.3999 2.2388
3.66 -0.4147 0.8617 1.5605
3.67 -0.485 0.5835 1.0224
3.68 -0.4106 1.8786 2.5428
3.69 -0.2083 1.7959 1.1328
3.7 0.1078 0.2103 1.6282
3.71 0.4693 0.8436 2.4599
3.72 0.8313 1.9132 0.7473
3.73 1.2293 0.6445 2.1396
3.74 1.2704 -0.1938 2.1365
3.75 1.1731 1.2356 0.8363
3.76 1.0044 1.1316 2.6768
3.77 0.6789 -0.477 1.6134
3.78 0.2186 -0.2332 1.4641
3.79 -0.1892 1.0109 2.6434
3.8 -0.623 0.0856 1.1004
3.81 -0.8005 -1.1985 1.9739
3.82 -0.9792 -0.027 2.3894
3.83 -0.7848 0.5278 0.9311
3.84 -0.6485 -1.0229 2.8542
3.85 -0.2546 -1.2204 2.151
3.86 0.1355 0.2136 1.2112
3.87 0.4634 -0.2678 3.1391
3.88 0.7436 -1.5773 1.498
3.89 0.8278 -0.8686 1.7933
3.9 0.7588 0.2111 2.9198
3.91 0.5263 -1.0072 0.9593
3.92 0.1418 -1.5501 2.4433
3.93 -0.2775 -0.0726 2.3206
3.94 -0.6843 0.0055 1.0377
3.95 -1.0626 -1.5556 2.8787
3.96 -1.218 -0.8257 1.761
3.97 -1.3345 0.5261 1.2828
3.98 -1.4013 -0.3094 2.9751
3.99 -1.0923 -1.1113 1.318
4.0 -0.6688 0.2556 2.1418
4.01 -0.2393 0.9018 2.9219
4.02 0.0857 -0.5903 0.8896
4.03 0.33 -0.3541 2.4433
4.04 0.3677 1.3458 2.035
4.05 0.2834 0.7329 1.0287
4.06 0.0043 -0.3924 3.1317
4.07 -0.399 0.7844 1.5416
4.08 -0.7662 1.7832 1.4466
4.09 -1.233 0.4268 2.8233
4.1 -1.5741 0.0956 0.9889
4.11 -1.8005 1.5308 2.3506
4.12 -1.887 1.4487 2.5347
4.13 -1.5398 0.1157 0.787
4.14 -1.5162 0.8628 2.7156
4.15 -1.0124 2.1266 1.8656
4.16 -0.6991 0.9817 1.144
4.17 -0.3512 0.0616 2.8329
4.18 -0.1112 1.4663 1.1173
4.19 -0.0683 1.6993 1.6479
4.2 -0.1879 0.0665 2.73
4.21 -0.4768 0.2354 0.7428
4.22 -0.8398 1.5256 2.0845
4.23 -1.4738 0.7029 1.9135
4.24 -1.8699 -0.6376 0.7858
4.25 -2.239 0.5162 2.4771
4.26 -2.3789 1.1465 1.3402
4.27 -2.2748 -0.5295 1.057
4.28 -2.1432 -0.9093 2.5314
4.29 -1.8549 0.5649 0.6981
4.3 -1.3974 0.0822 1.5797
4.31 -1.0556 -1.5159 2.073
4.32 -0.6239 -0.7514 0.4894
4.33 -0.4653 0.2786 2.0477
4.34 -0.4455 -1.0081 1.4717
4.35 -0.61 -1.7774 0.6302
4.36 -1.012 -0.426 2.3681
4.37 -1.4258 -0.3539 0.7717
4.38 -1.7407 -1.8958 1.1288
4.39 -2.0307 -1.3997 2.1258
4.4 -2.4961 -0.1539 0.2599
4.41 -2.5678 -1.1993 1.6908
4.42 -2.381 -2.0054 1.4016
4.43 -2.3776 -0.7402 0.1988
4.44 -1.9207 -0.1759 1.7878
4.45 -1.456 -1.753 0.8402
4.46 -1.1817 -1.4364 0.4539
4.47 -0.8837 0.0378 1.9943
4.48 -0.7179 -0.4116 0.18
4.49 -0.8212 -1.6781 0.9671
4.5 -1.018 -0.5343 1.5926
4.51 -1.3268 0.5213 -0.1418
4.52 -1.6841 -0.7123 1.3274
4.53 -1.8976 -0.9481 0.927
4.54 -2.3858 0.5711 -0.0697
4.55 -2.6799 0.6289 1.5943
4.56 -3.0082 -0.6688 0.1483
4.57 -2.8619 -0.0041 0.3453
4.58 -2.6479 1.4631 1.4573
4.59 -2.3276 0.3671 -0.3357
4.6 -1.601 -0.421 0.8608
4.61 -1.3498 1.021 0.9054
4.62 -1.1024 1.38 -0.5484
4.63 -0.8993 -0.0621 1.3366
4.64 -0.965 0.1484 0.2179
4.65 -1.1753 1.7683 -0.3069
4.66 -1.3869 0.8842 1.1671
4.67 -1.6983 -0.3685 -0.5065
4.68 -2.2024 0.7315 0.1607
4.69 -2.7646 1.4074 0.9679
4.7 -2.6466 -0.0129 -0.7927
4.71 -2.8719 -0.4047 0.6173
4.72 -2.8044 1.0128 0.294
4.73 -2.5265 0.6801 -0.8712
4.74 -2.28 -0.9225 0.9311
4.75 -1.8391 -0.189 -0.5138
4.76 -1.3459 0.84 -0.4825
4.77 -1.0019 -0.4635 0.7851
4.78 -0.9676 -1.2182 -0.9581
4.79 -0.8861 -0.014 0.0121
4.8 -1.0735 0.0358 0.3132
4.81 -1.6436 -1.5044 -1.3969
4.82 -1.9957 -1.3758 0.4443
4.83 -2.5056 -0.0846 -0.4257
4.84 -2.497 -0.9711 -1.0763
4.85 -3.0846 -2.1469 0.5516
4.86 -2.7075 -1.1191 -1.235
4.87 -2.6225 -0.4612 -0.6299
4.88 -2.3079 -2.1637 0.2751
4.89 -1.8805 -2.2068 -1.5254
4.9 -1.4099 -0.6583 -0.1417
4.91 -1.2897 -1.2196 -0.3573
4.92 -0.9789 -2.6383 -1.4852
4.93 -0.8249 -1.6004 0.153
4.94 -0.8443 -0.3754 -1.1434
4.95 -1.1784 -1.7515 -1.3824
4.96 -1.3101 -2.3351 0.1213
4.97 -1.8078 -0.5376 -1.8524
4.98 -2.1126 -0.483 -0.7637
4.99 -2.5224 -1.7558 -0.3362
5.0 -2.6392 -1.1616 -2.1777
5.01 -2.5641 0.1854 -0.3353
5.02 -2.5238 -0.6927 -0.9224
5.03 -2.094 -1.3812 -1.7371
5.04 -1.639 -0.0394 -0.1461
5.05 -1.2248 0.475 -1.7984
5.06 -0.8735 -0.843 -1.4173
5.07 -0.6283 -0.6606 -0.3655
5.08 -0.5119 0.9231 -2.0477
5.09 -0.6466 0.3604 -0.8477
5.1 -0.9163 -0.7741 -0.8447
5.11 -1.2001 0.3262 -2.3951
5.12 -1.7658 1.2286 -0.4755
5.13 -1.8864 -0.1245 -1.7437
5.14 -2.2278 -0.4209 -2.014
5.15 -2.4543 1.1012 -0.4587
5.16 -2.5599 0.8498 -2.0934
5.17 -2.3227 -0.6447 -1.5234
5.18 -1.6043 0.1154 -0.7646
5.19 -1.3646 1.1277 -2.71
5.2 -0.8882 0.0134 -1.0379
5.21 -0.4867 -0.8974 -1.4627
5.22 -0.2873 0.5344 -2.3664
5.23 -0.2372 0.6769 -0.6684
5.24 -0.3606 -1.0201 -2.1828
5.25 -0.6737 -0.784 -2.1544
5.26 -0.9551 0.5208 -0.7837
5.27 -1.3506 -0.4289 -2.5707
5.28 -1.7293 -1.5853 -1.4787
5.29 -2.0117 -0.5469 -1.1892
5.3 -2.0603 -0.0451 -2.542
5.31 -2.0244 -1.5427 -0.9627
5.32 -1.7567 -1.9583 -1.853
5.33 -1.4733 -0.5131 -2.2984
5.34 -0.8458 -0.9144 -0.8084
5.35 -0.448 -2.479 -2.2682
5.36 -0.1275 -1.7936 -1.9185
5.37 0.0712 -0.6064 -1.1265
5.38 0.1037 -1.8965 -2.6088
5.39 -0.0301 -2.5627 -1.2293
5.4 -0.343 -1.221 -1.5568
5.41 -0.7 -1.0599 -2.5463
5.42 -1.0446 -2.8018 -0.9329
5.43 -1.5458 -1.9985 -2.2378
5.44 -1.6032 -0.7318 -2.5192
5.45 -1.7069 -1.6346 -1.0414
5.46 -1.6175 -2.5767 -2.9946
5.47 -1.3621 -1.1957 -1.9067
5.48 -0.9676 -0.529 -1.2628
5.49 -0.4472 -1.924 -3.0185
5.5 -0.0298 -1.9025 -1.2706
5.51 0.2632 -0.1858 -1.9891
5.52 0.4936 -0.671 -2.5481
5.53 0.5037 -1.9146 -1.0386
5.54 0.3134 -0.6902 -2.4369
5.55 -0.0106 0.3947 -2.088
5.56 -0.3736 -0.9269 -1.1143
5.57 -0.7519 -1.2717 -2.7748
5.58 -0.9965 0.457 -1.437
5.59 -1.331 0.3927 -1.472
5.6 -1.3886 -0.9584 -2.9404
5.61 -1.0902 -0.2703 -1.0968
5.62 -0.9179 1.0894 -1.9842
5.63 -0.4472 -0.0485 -2.4002
5.64 -0.0257 -0.8024 -0.8668
5.65 0.402 0.629 -2.8146
5.66 0.6578 0.9962 -1.8931
5.67 0.856 -0.6649 -1.1709
5.68 0.7691 -0.441 -2.9573
5.69 0.5337 0.8862 -1.2749
5.7 0.2303 0.1511 -1.7751
5.71 -0.1334 -1.1109 -2.3792
5.72 -0.56 0.0001 -0.8324
5.73 -0.8807 0.5954 -2.4332
5.74 -0.9671 -0.8894 -2.1957
5.75 -1.0701 -1.2516 -0.8812
5.76 -0.791 0.161 -2.6951
5.77 -0.5092 -0.2746 -1.4008
5.78 -0.1131 -1.9818 -1.1648
5.79 0.3374 -1.1471 -2.7788
5.8 0.7449 -0.1221 -0.9012
5.81 0.9967 -1.5095 -1.7691
5.82 1.2 -2.2602 -2.1284
5.83 0.9996 -0.9857 -0.5855
5.84 0.8065 -0.9127 -2.2557
5.85 0.4037 -2.304 -1.4865
5.86 0.0345 -2.237 -0.8061
5.87 -0.3258 -0.8405 -2.2572
5.88 -0.6399 -1.6726 -0.8934
5.89 -0.7563 -2.7937 -1.2684
5.9 -0.7336 -1.5173 -2.1366
5.91 -0.5384 -0.9836 -0.4442
5.92 -0.2305 -2.5754 -1.8748
5.93 0.1838 -2.7015 -1.915
5.94 0.6398 -0.995 -0.3443
5.95 0.9531 -1.5957 -2.2033
5.96 1.1592 -2.7843 -1.1274
5.97 1.3723 -1.8264 -0.6039
5.98 1.1674 -0.6562 -2.165
5.99 0.8217 -1.9063 -0.4344
6.0 0.5697 -2.2913 -1.2038
6.01 0.1151 -0.5832 -1.9901
6.02 -0.2816 -0.5864 -0.0751
6.03 -0.5189 -1.7699 -1.6503
6.04 -0.7363 -1.1383 -1.2546
6.05 -0.6156 0.201 -0.1506
6.06 -0.4545 -0.6938 -1.8533
6.07 -0.079 -1.3759 -0.4318
6.08 0.3707 -0.0211 -0.5838
6.09 0.8188 0.452 -1.731
6.1 1.0477 -0.9865 0.1203
6.11 1.2933 -0.6673 -1.0303
6.12 1.4523 0.7534 -1.3083
6.13 1.2868 0.1467 0.2628
6.14 0.9076 -1.0766 -1.4689
6.15 0.4907 0.1337 -0.462
6.16 0.0798 0.9922 0.0756
6.17 -0.2916 -0.4918 -1.687
6.18 -0.5775 -0.8211 0.1772
6.19 -0.6355 0.6504 -0.3613
6.2 -0.5479 0.3939 -1.1268
6.21 -0.389 -1.1781 0.5768
6.22 -0.0166 -0.4584 -0.8984
6.23 0.4143 0.631 -0.6114
6.24 0.738 -0.7125 0.6384
6.25 1.1166 -1.4988 -1.1511
6.26 1.3321 -0.1516 0.1631
6.27 1.3393 -0.0589 0.2914
6.28 0.993 -1.6301 -1.0849
6.29 0.8328 -1.5069 0.7257
6.3 0.3269 -0.2191 -0.2524
6.31 -0.0598 -1.1536 -0.6316
6.32 -0.3872 -2.3478 1.0863
6.33 -0.6283 -1.346 -0.6888
6.34 -0.8218 -0.756 0.1102
6.35 -0.6005 -2.1964 0.8068
6.36 -0.4535 -2.3256 -0.8433
6.37 -0.0505 -0.9713 0.872
6.38 0.3847 -1.624 0.4548
6.39 0.7055 -3.1128 -0.5378
6.4 1.0462 -2.0374 1.4027
6.41 1.1938 -1.0498 -0.0687
6.42 1.2289 -2.2629 0.0539
6.43 0.9892 -2.8714 1.2916
6.44 0.5561 -1.2685 -0.3868
6.45 0.1439 -1.238 0.7509
6.46 -0.3032 -2.456 1.1414
6.47 -0.6126 -1.9182 -0.4126
6.48 -0.797 -0.6061 1.3917
6.49 -0.9819 -1.6438 0.638
6.5 -0.8529 -2.3358 0.03
6.51 -0.5159 -0.9824 1.7802
6.52 -0.1522 -0.3506 0.1228
6.53 0.24 -1.7087 0.7184
6.54 0.6784 -1.5199 1.6107
6.55 0.8462 0.0641 -0.0929
6.56 1.0121 -0.4164 1.5293
6.57 0.8988 -1.6377 1.286
6.58 0.6216 -0.3923 0.0862
6.59 0.3172 0.6396 2.0815
6.6 -0.1198 -0.7116 0.7253
6.61 -0.5684 -0.9047 0.5976
6.62 -0.8871 0.6647 2.0675
6.63 -0.9967 0.4769 0.3277
6.64 -1.153 -0.9068 1.3498
6.65 -0.9604 -0.2115 1.9257
6.66 -0.6806 0.9907 0.2165
6.67 -0.2897 -0.1372 1.955
6.68 0.1169 -0.8434 1.2981
6.69 0.5048 0.5091 0.6065
6.7 0.7585 0.7425 2.5553
6.71 0.769 -0.8876 0.7208
6.72 0.659 -0.7105 1.1248
6.73 0.3907 0.6547 2.3591
6.74 0.0141 -0.2477 0.4651
6.75 -0.4515 -1.5309 1.9394
6.76 -0.8446 -0.3428 1.9809
6.77 -1.0769 0.2252 0.6357
6.78 -1.2592 -1.4284 2.3452
6.79 -1.3563 -1.7188 1.2334
6.8 -1.1672 -0.2689 1.034
6.81 -0.7743 -0.7445 2.7932
6.82 -0.4015 -2.1006 0.8384
6.83 -0.0317 -1.5778 1.8305
6.84 0.296 -0.5701 2.263
6.85 0.5594 -1.9771 0.6401
6.86 0.599 -2.3395 2.3225
6.87 0.4254 -1.2459 1.7377
6.88 0.1382 -1.1016 0.8823
6.89 -0.2451 -2.8611 2.8117
6.9 -0.6429 -2.1564 1.1789
6.91 -0.9743 -0.9474 1.4296
6.92 -1.3943 -2.0534 2.8764
6.93 -1.4431 -3.1399 0.8427
6.94 -1.3849 -1.6163 2.0371
6.95 -1.2871 -0.9455 2.1834
6.96 -0.9435 -2.5485 0.8165
