#y2 time y1
0.3218 1.98 2.1474
0.2304 1.99 2.3333
0.1767 2.0 2.4641
0.1931 2.01 2.5856
0.2404 2.02 2.6663
0.3406 2.03 2.5858
0.4323 2.04 2.4121
0.5131 2.05 2.0389
0.6504 2.06 1.8767
0.8744 2.07 1.4163
0.9241 2.08 1.1196
1.0862 2.09 0.9936
1.1915 2.1 0.8221
1.3336 2.11 0.6535
1.3297 2.12 0.5404
1.2733 2.13 0.5604
1.2471 2.14 0.6461
1.1232 2.15 0.8027
0.8772 2.16 1.0156
0.8363 2.17 1.325
0.5269 2.18 1.5176
0.3639 2.19 1.6628
0.16 2.2 2.0203
-0.0732 2.21 2.0922
-0.3058 2.22 2.294
-0.5064 2.23 2.6527
-0.6696 2.24 2.3065
-0.8076 2.25 2.3836
-0.8162 2.26 2.1313
-1.0104 2.27 1.9065
-0.9776 2.28 1.7087
-0.8605 2.29 1.1317
-0.7453 2.3 0.9052
-0.5956 2.31 0.6451
-0.3913 2.32 0.4353
-0.1986 2.33 0.2505
0.0707 2.34 0.1968
0.3273 2.35 0.2026
0.6225 2.36 0.2815
0.829 2.37 0.3864
1.1876 2.38 0.6788
1.4996 2.39 0.8442
1.7227 2.4 1.1774
1.8247 2.41 1.4706
2.0014 2.42 1.5443
1.9774 2.43 1.7057
2.2268 2.44 1.9532
2.1199 2.45 1.9233
1.833 2.46 1.7154
1.956 2.47 1.6964
1.645 2.48 1.3872
1.7519 2.49 0.9604
1.4912 2.5 0.7283
1.2619 2.51 0.3693
1.1103 2.52 0.0826
1.1826 2.53 -0.2242
0.9383 2.54 -0.4437
0.8284 2.55 -0.5627
0.7966 2.56 -0.6602
0.7438 2.57 -0.7295
0.8823 2.58 -0.5506
0.987 2.59 -0.4354
1.0154 2.6 -0.2462
1.0395 2.61 -0.0335
1.2902 2.62 0.2243
1.4012 2.63 0.4053
1.7442 2.64 0.6439
1.9171 2.65 0.7516
2.1811 2.66 0.7841
2.3323 2.67 0.8636
2.4046 2.68 0.6664
2.7101 2.69 0.4762
2.7405 2.7 0.2525
2.5538 2.71 -0.0352
2.3429 2.72 -0.3803
2.3518 2.73 -0.64
2.344 2.74 -1.1005
2.405 2.75 -1.3925
2.0475 2.76 -1.4325
1.8575 2.77 -1.4904
1.3762 2.78 -1.6735
1.296 2.79 -1.6744
0.828 2.8 -1.5188
0.5613 2.81 -1.4974
0.335 2.82 -1.3111
0.078 2.83 -0.9832
-0.1526 2.84 -0.7583
-0.3564 2.85 -0.5255
-0.4691 2.86 -0.3042
-0.6276 2.87 -0.163
-0.6508 2.88 -0.0986
-0.621 2.89 -0.1214
-0.5485 2.9 -0.2093
-0.4861 2.91 -0.4467
-0.4162 2.92 -0.6035
-0.2789 2.93 -0.9477
-0.1139 2.94 -1.3319
0.0552 2.95 -1.451
0.2051 2.96 -1.8569
0.3803 2.97 -2.0688
0.4891 2.98 -2.2347
0.5455 2.99 -2.1634
0.6686 3.0 -2.5577
0.6469 3.01 -2.3192
0.7346 3.02 -2.1032
0.5945 3.03 -1.9328
0.5319 3.04 -1.6027
0.4715 3.05 -1.3816
0.2881 3.06 -1.2736
0.1195 3.07 -0.9141
-0.0585 3.08 -0.7157
-0.2608 3.09 -0.6581
-0.4553 3.1 -0.509
-0.5436 3.11 -0.4983
-0.7345 3.12 -0.5912
-0.8608 3.13 -0.8578
-0.8754 3.14 -0.9482
-0.9857 3.15 -1.2691
-0.914 3.16 -1.5626
-0.9161 3.17 -1.7254
-0.7874 3.18 -2.2516
-0.5989 3.19 -2.2412
-0.3292 3.2 -2.3675
-0.1318 3.21 -2.5118
0.1298 3.22 -2.2639
0.4237 3.23 -2.1701
0.7326 3.24 -2.048
0.987 3.25 -1.8126
1.1781 3.26 -1.5087
1.4854 3.27 -1.2637
1.7379 3.28 -1.1263
1.8373 3.29 -0.8597
2.1705 3.3 -0.6171
1.9794 3.31 -0.4084
1.9189 3.32 -0.335
2.3113 3.33 -0.3313
2.2332 3.34 -0.4498
1.861 3.35 -0.587
1.7303 3.36 -0.756
1.5485 3.37 -1.0714
1.5334 3.38 -1.2666
1.3693 3.39 -1.4083
1.1143 3.4 -1.7437
0.8458 3.41 -1.9155
0.7105 3.42 -2.121
0.5837 3.43 -2.049
0.4445 3.44 -1.8836
0.4398 3.45 -1.8028
0.4067 3.46 -1.5144
0.3442 3.47 -1.4933
0.4296 3.48 -1.1478
0.4767 3.49 -0.6892
0.5705 3.5 -0.4118
0.7033 3.51 -0.1942
0.871 3.52 0.0414
1.0753 3.53 0.1953
1.2084 3.54 0.233
1.3233 3.55 0.2381
1.4524 3.56 0.158
1.4358 3.57 -0.0138
1.5925 3.58 -0.231
1.4325 3.59 -0.4345
1.4405 3.6 -0.7252
1.523 3.61 -1.0228
1.2968 3.62 -1.29
1.1584 3.63 -1.2528
1.021 3.64 -1.5047
0.6704 3.65 -1.3012
0.3806 3.66 -1.3527
0.1321 3.67 -1.0882
-0.1494 3.68 -0.954
-0.4443 3.69 -0.6477
-0.7126 3.7 -0.3715
-0.9357 3.71 -0.0773
-1.1508 3.72 0.2376
-1.2528 3.73 0.425
-1.4244 3.74 0.6358
-1.6772 3.75 0.8256
-1.7751 3.76 0.7769
-1.6485 3.77 0.8224
-1.5023 3.78 0.6801
-1.339 3.79 0.4958
-1.4658 3.8 0.2145
-1.2595 3.81 -0.0345
-0.9837 3.82 -0.2873
-0.8021 3.83 -0.5629
-0.611 3.84 -0.7134
-0.36 3.85 -0.9909
-0.2074 3.86 -1.0837
-0.0705 3.87 -1.0317
0.0554 3.88 -0.8854
0.1378 3.89 -0.7574
0.1979 3.9 -0.621
0.202 3.91 -0.3213
0.1408 3.92 -0.0224
0.0775 3.93 0.2829
-0.0155 3.94 0.5644
-0.1568 3.95 0.7494
-0.3056 3.96 0.9637
-0.4496 3.97 0.9146
-0.5412 3.98 0.9826
-0.7921 3.99 0.882
-0.9282 4.0 0.7982
-1.0084 4.01 0.4688
-0.9855 4.02 0.2408
-0.9474 4.03 -0.0637
-0.9499 4.04 -0.3212
-0.9093 4.05 -0.6648
-0.8131 4.06 -0.9038
-0.7387 4.07 -1.0651
-0.532 4.08 -1.172
-0.2805 4.09 -1.0484
-0.0405 4.1 -1.1059
0.222 4.11 -0.8987
0.499 4.12 -0.6707
0.8274 4.13 -0.4859
1.0646 4.14 -0.1748
1.32 4.15 0.0788
1.3636 4.16 0.2887
1.592 4.17 0.544
1.6344 4.18 0.6349
1.5802 4.19 0.7057
1.8658 4.2 0.5737
1.7658 4.21 0.5005
1.666 4.22 0.2926
1.5907 4.23 0.0434
1.311 4.24 -0.2495
1.1825 4.25 -0.6196
0.9241 4.26 -0.8461
0.6054 4.27 -1.1994
0.452 4.28 -1.258
0.2004 4.29 -1.6349
-0.0159 4.3 -1.5061
-0.2084 4.31 -1.5514
-0.3718 4.32 -1.5358
-0.4642 4.33 -1.3574
-0.5549 4.34 -1.1181
-0.6007 4.35 -0.9105
-0.6885 4.36 -0.7589
-0.5534 4.37 -0.5088
-0.5134 4.38 -0.2617
-0.4224 4.39 -0.0969
-0.3219 4.4 0.0082
-0.1849 4.41 0.0269
-0.0638 4.42 -0.0339
0.0628 4.43 -0.1933
0.1701 4.44 -0.4192
0.2539 4.45 -0.6324
0.3088 4.46 -1.0113
0.318 4.47 -1.1908
0.2667 4.48 -1.4611
0.2112 4.49 -1.9658
0.1221 4.5 -2.01
-0.0392 4.51 -2.2145
-0.242 4.52 -2.3574
-0.4511 4.53 -2.1166
-0.7224 4.54 -2.2933
-0.9642 4.55 -1.9393
-1.1992 4.56 -1.8569
-1.4876 4.57 -1.5289
-1.6803 4.58 -1.3083
-2.0956 4.59 -1.0499
-1.9506 4.6 -0.7458
-2.5102 4.61 -0.6235
-2.405 4.62 -0.4491
-2.638 4.63 -0.4341
-2.4254 4.64 -0.5512
-2.5744 4.65 -0.7218
-2.476 4.66 -0.9309
-2.208 4.67 -1.1863
-2.0264 4.68 -1.4017
-1.8565 4.69 -1.6994
-1.5757 4.7 -2.1562
-1.2867 4.71 -2.3308
-1.0889 4.72 -2.5063
-0.9684 4.73 -2.3584
-0.6344 4.74 -2.3627
-0.4419 4.75 -2.4728
-0.3123 4.76 -2.1095
-0.1737 4.77 -2.2106
-0.0695 4.78 -1.8813
-0.0272 4.79 -1.5559
-0.0217 4.8 -1.3755
-0.0516 4.81 -0.9254
-0.1151 4.82 -0.7215
-0.2349 4.83 -0.5717
-0.3745 4.84 -0.4999
-0.4521 4.85 -0.4375
-0.6535 4.86 -0.5277
-0.7726 4.87 -0.6481
-0.9227 4.88 -0.8726
-0.9576 4.89 -1.1348
-1.1427 4.9 -1.3747
-1.1908 4.91 -1.45
-1.1585 4.92 -1.8771
-1.1731 4.93 -2.0335
-0.9363 4.94 -2.3057
-0.9517 4.95 -2.2443
-0.6608 4.96 -2.1761
-0.4822 4.97 -2.19
-0.3315 4.98 -1.9257
-0.0875 4.99 -1.5803
0.1468 5.0 -1.3173
0.4104 5.01 -1.0843
0.5837 5.02 -0.703
0.8008 5.03 -0.407
0.9302 5.04 -0.1885
1.1276 5.05 0.0124
1.1822 5.06 0.129
1.2204 5.07 0.173
1.1986 5.08 0.1169
1.1091 5.09 -0.0036
0.9181 5.1 -0.1745
0.8422 5.11 -0.4255
0.6754 5.12 -0.6984
0.4225 5.13 -0.8689
0.1515 5.14 -0.9962
-0.1257 5.15 -1.1946
-0.3977 5.16 -1.3577
-0.7146 5.17 -1.4868
-0.8739 5.18 -1.405
-1.176 5.19 -1.2428
-1.3163 5.2 -1.0222
-1.4959 5.21 -0.6987
-1.4585 5.22 -0.3659
-1.5804 5.23 -0.0374
-1.6881 5.24 0.302
-1.6679 5.25 0.6139
-1.6279 5.26 0.8351
-1.5757 5.27 1.0521
-1.4271 5.28 1.04
-1.3057 5.29 1.1902
-1.2161 5.3 1.1082
-1.0303 5.31 0.9646
-0.9375 5.32 0.7957
-0.8954 5.33 0.5818
-0.7613 5.34 0.2905
-0.6654 5.35 0.0866
-0.7017 5.36 -0.1109
-0.6613 5.37 -0.2779
-0.7142 5.38 -0.3598
-0.945 5.39 -0.3484
-1.0731 5.4 -0.3004
-1.2311 5.41 -0.1397
-1.4525 5.42 0.0932
-1.7228 5.43 0.3802
-1.8321 5.44 0.7301
-2.1139 5.45 0.9888
-2.2779 5.46 1.2522
-2.6586 5.47 1.6623
-2.8278 5.48 1.7551
-2.8156 5.49 1.9189
-2.5779 5.5 1.9438
-2.5774 5.51 2.2218
-2.7669 5.52 1.8175
-2.6445 5.53 1.8937
-2.4933 5.54 1.5727
-2.4388 5.55 1.284
-2.2749 5.56 1.0254
-2.0585 5.57 0.7925
-1.5609 5.58 0.5816
-1.4785 5.59 0.4574
-1.1476 5.6 0.4147
-0.9786 5.61 0.4029
-0.5845 5.62 0.4429
-0.4214 5.63 0.6323
-0.2135 5.64 0.7436
-0.0346 5.65 1.0141
0.0933 5.66 1.3996
0.1655 5.67 1.6809
0.2028 5.68 1.8332
0.1896 5.69 2.3625
0.1255 5.7 2.2594
0.0241 5.71 2.7043
-0.0879 5.72 2.3577
-0.2193 5.73 2.3752
-0.4116 5.74 2.2077
-0.5167 5.75 2.311
-0.7395 5.76 1.8609
-0.7705 5.77 1.7051
-0.9144 5.78 1.3306
-0.9806 5.79 1.0824
-0.9448 5.8 0.74
-1.114 5.81 0.6284
-0.9962 5.82 0.5498
-0.9424 5.83 0.4818
-0.8003 5.84 0.5915
-0.6388 5.85 0.6479
-0.4706 5.86 0.9627
-0.3392 5.87 1.2096
-0.1224 5.88 1.4457
0.0591 5.89 1.6722
0.244 5.9 2.118
0.442 5.91 2.0411
0.5926 5.92 2.2881
0.6198 5.93 2.2346
0.7445 5.94 2.1589
0.7135 5.95 2.4277
0.6417 5.96 1.9535
0.5614 5.97 1.8719
0.4336 5.98 1.596
0.2845 5.99 1.3498
0.0601 6.0 0.8494
-0.1896 6.01 0.6536
-0.4705 6.02 0.4368
-0.8183 6.03 0.2148
-1.0736 6.04 0.1066
-1.4073 6.05 0.0973
-1.6367 6.06 0.1409
-1.8446 6.07 0.2846
-1.9638 6.08 0.4353
-2.0944 6.09 0.7333
-2.5573 6.1 1.0202
-2.1881 6.11 1.2565
-2.4141 6.12 1.3771
-2.364 6.13 1.7624
-2.4241 6.14 1.5793
-2.2817 6.15 1.8872
-2.0759 6.16 1.8937
-2.0019 6.17 1.5472
-1.7613 6.18 1.366
-1.542 6.19 1.2403
-1.5522 6.2 0.9405
-1.2438 6.21 0.5741
-1.215 6.22 0.2351
-1.0306 6.23 -0.0427
-1.0714 6.24 -0.2672
-0.9593 6.25 -0.4383
-0.9949 6.26 -0.5724
-1.1078 6.27 -0.578
-1.1058 6.28 -0.4629
-1.2093 6.29 -0.3312
-1.2557 6.3 -0.114
-1.3748 6.31 0.1377
-1.5523 6.32 0.3765
-1.8368 6.33 0.6321
-2.163 6.34 0.8143
-2.1728 6.35 1.0495
-2.477 6.36 1.1945
-2.2721 6.37 1.1953
-2.5384 6.38 1.1156
-2.566 6.39 1.1176
-2.4472 6.4 0.7829
-2.1269 6.41 0.5517
-1.9487 6.42 0.2983
-2.1169 6.43 -0.0279
-1.7571 6.44 -0.321
-1.5666 6.45 -0.5252
-1.2452 6.46 -0.8423
-0.9744 6.47 -0.9647
-0.5968 6.48 -0.9788
-0.3441 6.49 -0.9884
-0.0643 6.5 -0.8946
0.1839 6.51 -0.6196
0.3478 6.52 -0.3933
0.535 6.53 -0.1372
0.7222 6.54 0.1496
0.7328 6.55 0.4181
0.7663 6.56 0.6466
0.7571 6.57 0.8862
0.7333 6.58 1.0018
0.5876 6.59 1.0566
0.4331 6.6 1.029
0.3104 6.61 0.8446
0.1096 6.62 0.592
-0.0811 6.63 0.4345
-0.2792 6.64 0.1453
-0.463 6.65 -0.137
-0.6005 6.66 -0.4107
-0.7424 6.67 -0.5767
-0.8265 6.68 -0.7565
-0.7772 6.69 -0.9339
-0.898 6.7 -0.8808
-0.7929 6.71 -0.7519
-0.7856 6.72 -0.6883
-0.7149 6.73 -0.4514
-0.5355 6.74 -0.193
-0.4232 6.75 0.1179
-0.2829 6.76 0.4081
-0.0978 6.77 0.7288
0.0487 6.78 1.0611
0.2089 6.79 1.1454
0.3356 6.8 1.3375
0.3635 6.81 1.3491
0.4486 6.82 1.2859
0.4484 6.83 1.2707
0.3864 6.84 0.9383
0.3324 6.85 0.8152
0.2081 6.86 0.513
0.0152 6.87 0.2433
-0.1762 6.88 0.0014
-0.4207 6.89 -0.1893
-0.634 6.9 -0.3143
-0.9543 6.91 -0.3519
-1.2242 6.92 -0.3319
-1.4602 6.93 -0.2812
-1.7555 6.94 -0.07
-2.1294 6.95 0.157
-2.3161 6.96 0.4684
-2.1926 6.97 0.7109
-2.2435 6.98 0.983
-2.4424 6.99 1.4764
-2.5545 7.0 1.4832
-2.3257 7.01 1.8316
-2.5535 7.02 1.8277
-2.2208 7.03 2.07
-1.8998 7.04 1.8425
-1.9191 7.05 1.8315
-1.8087 7.06 1.4287
-1.5414 7.07 1.3755
-1.3105 7.08 1.1697
-0.9735 7.09 0.7562
-0.8865 7.1 0.6131
-0.6527 7.11 0.4409
-0.5272 7.12 0.2772
-0.4431 7.13 0.2157
-0.4508 7.14 0.2966
-0.3952 7.15 0.3836
-0.483 7.16 0.6366
-0.509 7.17 0.899
-0.6187 7.18 1.1884
-0.6458 7.19 1.5478
-0.8067 7.2 1.7532
-0.9436 7.21 1.89
-1.1309 7.22 2.0445
-1.1928 7.23 2.4677
-1.3282 7.24 2.3086
-1.4407 7.25 2.4054
-1.4406 7.26 2.4317
-1.4228 7.27 2.2991
-1.334 7.28 2.1513
-1.3969 7.29 1.8159
-1.0804 7.3 1.5581
-1.0312 7.31 1.0742
-0.7469 7.32 0.8574
-0.5802 7.33 0.6762
-0.2738 7.34 0.5413
0.0069 7.35 0.5016
0.2721 7.36 0.618
0.6149 7.37 0.739
0.8158 7.38 0.9138
0.9922 7.39 1.1964
1.1176 7.4 1.2755
1.4071 7.41 1.6438
1.3772 7.42 1.7311
1.5429 7.43 2.0675
1.7131 7.44 2.5204
1.6521 7.45 2.6416
1.4507 7.46 2.3372
1.184 7.47 2.3727
1.186 7.48 2.4643
0.977 7.49 1.974
0.7488 7.5 1.8039
0.4477 7.51 1.4811
0.2456 7.52 1.1944
0.0377 7.53 1.0181
-0.1788 7.54 0.6593
-0.3427 7.55 0.4383
-0.5164 7.56 0.3402
-0.5632 7.57 0.259
-0.6672 7.58 0.2714
-0.6549 7.59 0.3392
-0.6006 7.6 0.4893
-0.6248 7.61 0.8007
-0.4516 7.62 1.0771
-0.3761 7.63 1.3164
-0.2331 7.64 1.3545
-0.1049 7.65 1.8216
0.0427 7.66 1.9462
0.1938 7.67 1.8039
0.3018 7.68 2.045
0.4179 7.69 1.6813
0.4346 7.7 1.6338
0.4165 7.71 1.4051
0.425 7.72 0.9771
0.3672 7.73 0.7216
0.2651 7.74 0.4588
0.1327 7.75 0.1272
-0.0654 7.76 -0.1665
-0.25 7.77 -0.3708
-0.4756 7.78 -0.5069
-0.8034 7.79 -0.576
-0.9842 7.8 -0.5395
-1.1254 7.81 -0.4886
-1.4834 7.82 -0.2919
-1.5072 7.83 -0.1035
-1.6505 7.84 0.1373
-1.9936 7.85 0.3384
-2.0649 7.86 0.5372
-2.09 7.87 0.8307
-1.8386 7.88 0.9194
-2.1204 7.89 0.9093
-1.9116 7.9 0.8122
-1.8067 7.91 0.772
-1.4796 7.92 0.5981
-1.3354 7.93 0.3334
-1.044 7.94 0.0019
-0.6992 7.95 -0.326
-0.4606 7.96 -0.7232
-0.2187 7.97 -1.0197
0.0363 7.98 -1.1176
0.253 7.99 -1.396
0.4039 8.0 -1.4415
0.5496 8.01 -1.6552
0.5927 8.02 -1.7125
0.7427 8.03 -1.587
0.7577 8.04 -1.2412
0.6216 8.05 -1.0194
0.5651 8.06 -0.8743
0.5323 8.07 -0.6012
0.3972 8.08 -0.351
0.289 8.09 -0.1811
0.1668 8.1 -0.0509
0.0416 8.11 -0.0175
-0.0673 8.12 -0.0591
-0.152 8.13 -0.1944
-0.2007 8.14 -0.4151
-0.2017 8.15 -0.6983
-0.2098 8.16 -0.9293
-0.1347 8.17 -1.2257
-0.0406 8.18 -1.5966
0.1035 8.19 -1.6846
0.2893 8.2 -1.8782
0.513 8.21 -2.1077
0.7589 8.22 -2.1031
1.0359 8.23 -2.1424
1.0864 8.24 -2.2935
1.3884 8.25 -2.2199
1.7521 8.26 -1.922
1.8054 8.27 -1.4868
2.0751 8.28 -1.3856
2.2695 8.29 -1.055
2.0638 8.3 -0.8489
2.1132 8.31 -0.6229
2.3068 8.32 -0.5655
2.2766 8.33 -0.4669
1.9844 8.34 -0.5159
1.801 8.35 -0.5915
1.7931 8.36 -0.7897
1.3983 8.37 -1.1318
1.1489 8.38 -1.342
0.9754 8.39 -1.6397
0.6431 8.4 -1.9286
0.4035 8.41 -2.105
0.1604 8.42 -2.5451
-0.0681 8.43 -2.576
-0.2242 8.44 -2.5194
-0.3683 8.45 -2.4213
-0.4288 8.46 -2.5732
-0.5194 8.47 -2.3329
-0.4716 8.48 -2.0209
-0.4948 8.49 -1.4922
-0.4319 8.5 -1.1849
-0.3151 8.51 -0.9919
-0.1796 8.52 -0.7493
-0.0344 8.53 -0.5278
0.1052 8.54 -0.4089
0.2812 8.55 -0.4015
0.3973 8.56 -0.4018
0.5506 8.57 -0.5424
0.6199 8.58 -0.7413
0.6336 8.59 -0.9702
0.7059 8.6 -1.2106
0.6509 8.61 -1.5557
0.6056 8.62 -1.8227
0.5165 8.63 -1.7126
0.3267 8.64 -1.9147
0.1715 8.65 -1.9915
-0.0211 8.66 -2.2614
-0.2266 8.67 -1.863
-0.4377 8.68 -1.7794
-0.6241 8.69 -1.7728
-0.7849 8.7 -1.3902
-0.9577 8.71 -1.0778
-1.1656 8.72 -0.792
-1.1677 8.73 -0.4499
-1.2971 8.74 -0.1802
-1.2877 8.75 0.0165
-1.2809 8.76 0.1554
-1.0596 8.77 0.1859
-1.0218 8.78 0.1665
-0.8044 8.79 0.0515
-0.5457 8.8 -0.1269
-0.285 8.81 -0.3269
0.005 8.82 -0.6109
0.2799 8.83 -0.8081
0.5509 8.84 -1.0115
0.8593 8.85 -1.3871
1.1172 8.86 -1.3297
1.2961 8.87 -1.6194
1.6209 8.88 -1.5244
1.7833 8.89 -1.3451
2.0003 8.9 -1.2321
1.8708 8.91 -1.0427
1.9415 8.92 -0.698
2.0165 8.93 -0.3415
1.7406 8.94 -0.0582
1.7123 8.95 0.2186
1.7492 8.96 0.4646
1.3925 8.97 0.6957
1.2827 8.98 0.8177
1.2647 8.99 0.8439
1.0669 9.0 0.7472
0.8868 9.01 0.5619
0.7971 9.02 0.418
0.7882 9.03 0.1306
0.7626 9.04 -0.1447
0.6928 9.05 -0.3788
0.7074 9.06 -0.6717
0.9402 9.07 -0.7996
1.0765 9.08 -1.0138
1.0699 9.09 -1.1452
1.2065 9.1 -1.04
1.4294 9.11 -0.8585
1.6591 9.12 -0.7752
1.7569 9.13 -0.4739
2.1881 9.14 -0.2548
2.1624 9.15 0.0362
2.5217 9.16 0.3154
2.645 9.17 0.5603
2.5802 9.18 0.7537
2.6626 9.19 0.9027
2.3377 9.2 1.0597
2.135 9.21 1.0642
2.294 9.22 0.8791
1.8303 9.23 0.7607
1.7459 9.24 0.4311
1.5872 9.25 0.19
1.2282 9.26 -0.0981
0.9929 9.27 -0.3993
0.7342 9.28 -0.6422
0.3972 9.29 -0.8221
0.1604 9.3 -0.9776
-0.0666 9.31 -1.0748
-0.2443 9.32 -1.1096
-0.3984 9.33 -0.956
-0.4762 9.34 -0.7488
-0.5448 9.35 -0.5614
-0.5577 9.36 -0.3527
-0.5632 9.37 -0.0776
-0.4997 9.38 0.1784
-0.3647 9.39 0.4413
-0.1987 9.4 0.5934
-0.0478 9.41 0.6698
0.1269 9.42 0.6401
0.2963 9.43 0.5931
0.4556 9.44 0.5339
0.5776 9.45 0.3134
0.7462 9.46 0.0342
0.7953 9.47 -0.2604
1.0044 9.48 -0.5463
0.8708 9.49 -0.8104
